station_id,lat,lon,elevation_m,grid_lat,grid_lon,dist_km,grid_elev_m,elev_diff_m,abs_elev_diff_m,koppen,coastal_30km,continent,total_valid_hours,total_valid_records,first_valid_time,last_valid_time
01030099999,69.2833333,18.1333333,982.0,69.3,18.1,2.269885335568021,207.17222595214844,774.8277740478516,774.8277740478516,E Polar,True,Europe,40454.0,40454.0,2015-01-08 11:00:00,2020-12-30 18:00:00
01030399999,69.7,19.0166666,14.0,69.7,19.0,0.6429563863795525,40.47846603393555,-26.478466033935547,26.478466033935547,D Cold,True,Europe,1.0,1.0,2015-01-08 10:00:00,2015-01-08 10:00:00
01033099999,70.25,19.5,24.0,70.2,19.5,5.559754011676329,108.1468734741211,-84.1468734741211,84.1468734741211,D Cold,True,Europe,48987.0,48987.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01035099999,69.5666666,20.1,710.0,69.60000000000001,20.1,3.7065100874568486,674.51513671875,35.48486328125,35.48486328125,E Polar,True,Europe,28454.0,28454.0,2015-01-01 00:00:00,2020-12-31 20:00:00
01036099999,69.5666666,20.4333333,710.0,69.60000000000001,20.400000000000002,3.925563062836236,29.866962432861328,680.1330375671387,680.1330375671387,E Polar,True,Europe,50369.0,50369.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01037099999,69.3833333,20.2833333,20.0,69.4,20.3,1.964702393836104,474.041015625,-454.041015625,454.041015625,D Cold,True,Europe,46851.0,46851.0,2015-01-01 03:00:00,2020-12-31 23:00:00
01042099999,70.6,22.45,438.0,70.60000000000001,22.400000000000002,1.8467341333799345,190.0974578857422,247.9025421142578,247.9025421142578,E Polar,True,Europe,46485.0,46485.0,2015-01-01 00:00:00,2020-12-31 21:00:00
01043099999,70.4166666,22.8166666,10.0,70.4,22.8,1.9546547924492217,33.547218322753906,-23.547218322753906,23.547218322753906,Ocean/NA,True,Europe,32124.0,32124.0,2015-01-01 00:00:00,2020-12-31 03:00:00
01044099999,70.486675,22.139744,6.4,70.5,22.1,2.091176304128983,0.3022923171520233,6.097707682847977,6.097707682847977,D Cold,True,Europe,49581.0,72955.0,2015-01-01 00:00:00,2020-12-31 22:00:00
01045099999,69.8333333,21.8833333,6.0,69.8,21.900000000000002,3.7612487080497026,275.3708190917969,-269.3708190917969,269.3708190917969,Ocean/NA,True,Europe,22037.0,22037.0,2015-01-01 06:00:00,2020-12-31 23:00:00
01046099999,69.786839,20.959444,4.87,69.8,21.0,2.1372722598862275,102.90177154541016,-98.03177154541015,98.03177154541015,Ocean/NA,True,Europe,50364.0,73412.0,2015-01-01 00:00:00,2020-12-31 08:00:00
01047099999,69.0166667,23.0666667,307.0,69.0,23.1,2.279818552209619,360.45172119140625,-53.45172119140625,53.45172119140625,D Cold,False,Europe,12097.0,12098.0,2015-01-01 00:00:00,2020-12-31 17:00:00
01049099999,69.976111,23.371667,2.74,70.0,23.400000000000002,2.866799886673406,93.59793853759766,-90.85793853759766,90.85793853759766,D Cold,True,Europe,52517.0,111621.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01052099999,70.6833333,23.6833333,81.0,70.7,23.700000000000003,1.9519364207551568,43.302650451660156,37.697349548339844,37.697349548339844,D Cold,True,Europe,52530.0,129434.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01055099999,71.1,23.9833333,14.22,71.10000000000001,24.0,0.6003015871326767,0.0005043564597144723,14.219495643540286,14.219495643540286,Ocean/NA,True,Europe,52053.0,52053.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01057099999,69.3666666,24.4333333,286.0,69.4,24.400000000000002,3.929570936904289,403.259033203125,-117.259033203125,117.259033203125,D Cold,False,Europe,6280.0,6280.0,2015-01-01 06:00:00,2020-12-30 18:00:00
01058099999,69.5666666,23.5333333,381.0,69.60000000000001,23.5,3.925563062836236,497.3945617675781,-116.39456176757812,116.39456176757812,D Cold,False,Europe,46351.0,46351.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01059099999,70.068814,24.973489,7.62,70.10000000000001,25.0,3.6101911199272956,18.783674240112305,-11.163674240112304,11.163674240112304,D Cold,True,Europe,52477.0,146517.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01062099999,76.5,25.0666667,10.0,76.5,25.1,0.865264988666806,0.0,10.0,10.0,Ocean/NA,True,Europe,52042.0,52042.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01065099999,69.4666666,25.5166666,133.0,69.5,25.5,3.762990698166067,233.68275451660156,-100.68275451660156,100.68275451660156,D Cold,False,Europe,49772.0,49772.0,2015-01-02 15:00:00,2020-12-31 22:00:00
01068099999,71.0166667,25.9833333,14.0,71.0,26.0,1.9489204661536208,30.644393920898438,-16.644393920898438,16.644393920898438,Ocean/NA,True,Europe,45315.0,66426.0,2015-01-01 00:00:00,2020-12-31 17:00:00
01074099999,71.0333333,27.8333333,13.0,71.0,27.8,3.8976714147078115,221.4149627685547,-208.4149627685547,208.4149627685547,D Cold,True,Europe,48496.0,69563.0,2015-01-01 00:00:00,2020-12-31 22:00:00
01076099999,70.2166666,28.1666666,32.0,70.2,28.200000000000003,2.2382155253305145,66.64702606201172,-34.64702606201172,34.64702606201172,D Cold,True,Europe,49374.0,49374.0,2015-01-01 00:00:00,2020-12-31 19:00:00
01078099999,71.1,28.2333333,10.0,71.10000000000001,28.200000000000003,1.2005995610968143,0.0,10.0,10.0,Ocean/NA,True,Europe,50341.0,50342.0,2015-01-01 00:00:00,2020-12-31 22:00:00
01082099999,69.15,29.25,56.0,69.2,29.200000000000003,5.900653155016896,107.55950164794922,-51.55950164794922,51.55950164794922,D Cold,False,Europe,51026.0,51026.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01083099999,70.8666667,29.0333333,13.0,70.9,29.0,3.9002011650689283,0.0,13.0,13.0,D Cold,True,Europe,49816.0,71394.0,2015-01-01 00:00:00,2020-12-31 21:00:00
01084099999,69.45,30.0333333,27.0,69.4,30.0,5.710305981909247,42.30927658081055,-15.309276580810547,15.309276580810547,D Cold,True,Europe,50844.0,50844.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01086099999,70.600256,29.692678,149.35,70.60000000000001,29.700000000000003,0.2719280766505741,267.0534973144531,-117.70349731445313,117.70349731445313,D Cold,True,Europe,48245.0,72054.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01087599999,59.5666666,2.2166666,90.0,59.6,2.2,3.823423252461491,0.0,90.0,90.0,Ocean/NA,True,Europe,52307.0,115476.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01087699999,66.0166666,8.0833333,90.0,66.0,8.1,2.0005839746595506,0.0,90.0,90.0,Ocean/NA,True,Europe,51653.0,101102.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01087799999,60.6333333,3.7166666,90.0,60.6,3.7,3.816405534537429,0.0,90.0,90.0,Ocean/NA,True,Europe,51676.0,102925.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01087899999,61.45,2.1333333,90.0,61.400000000000006,2.1,5.8355687180913876,0.0,90.0,90.0,Ocean/NA,True,Europe,51583.0,102782.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01087999999,61.5333333,2.2,90.0,61.5,2.2,3.7064989679486953,0.0,90.0,90.0,Ocean/NA,True,Europe,52023.0,103619.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01088099999,70.0666667,29.85,39.0,70.10000000000001,29.8,4.162351249556159,235.15602111816406,-196.15602111816406,196.15602111816406,D Cold,True,Europe,51050.0,94578.0,2015-01-01 00:00:00,2020-12-31 16:00:00
01088299999,62.578411,11.342347,626.05,62.6,11.3,3.2345084193816516,745.8796997070312,-119.8296997070313,119.8296997070313,D Cold,False,Europe,52026.0,100969.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01088499999,59.185,9.566944,141.12,59.2,9.600000000000001,2.515119388892232,108.36551666259766,32.75448333740235,32.75448333740235,D Cold,True,Europe,2457.0,2691.0,2015-01-01 09:00:00,2015-11-09 08:00:00
01088699999,58.3666666,1.9,30.0,58.400000000000006,1.9000000000000001,3.7065100874568486,0.0,30.0,30.0,Ocean/NA,True,Europe,51899.0,102372.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01088799999,60.8858,3.6097,20.0,60.900000000000006,3.6,1.6638599333526272,0.0,20.0,20.0,Ocean/NA,True,Europe,51653.0,102891.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01089099999,69.725611,29.893011,86.25,69.7,29.900000000000002,2.8605364957392094,57.44721984863281,28.802780151367188,28.802780151367188,D Cold,True,Europe,52438.0,152663.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01092099999,70.7,30.0833333,9.0,70.7,30.1,0.6125274633969543,0.0,9.0,9.0,D Cold,True,Europe,44260.0,44260.0,2015-01-01 00:00:00,2020-12-31 04:00:00
01098099999,70.3666666,31.1,15.0,70.4,31.1,3.7065100874568486,0.0,15.0,15.0,Ocean/NA,True,Europe,47631.0,47632.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01099099999,70.355392,31.044889,12.8,70.4,31.0,5.235759789075983,0.6596236228942871,12.140376377105714,12.140376377105714,E Polar,True,Europe,49544.0,70672.0,2015-01-01 00:00:00,2020-12-31 20:00:00
01102099999,65.2,11.0,16.0,65.2,11.0,0.0,0.0016670026816427708,15.998332997318357,15.998332997318357,Ocean/NA,True,Europe,35694.0,35695.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01102599999,65.3333333,7.3166667,80.0,65.3,7.300000000000001,3.7864354493656043,0.0,80.0,80.0,Ocean/NA,True,Europe,52213.0,101193.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01105099999,68.3666666,15.95,8.0,68.4,15.9,4.2347701892231715,264.9126281738281,-256.9126281738281,256.9126281738281,Ocean/NA,True,Europe,50112.0,50112.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01107099999,67.5166667,12.1,4.0,67.5,12.100000000000001,1.8532550437284243,1.416415810585022,2.583584189414978,2.583584189414978,C Temperate,True,Europe,49661.0,70142.0,2015-01-01 00:00:00,2020-12-31 08:00:00
01108099999,65.7,11.85,9.1,65.7,11.8,2.2879185458133673,-0.04443860799074173,9.144438607990741,9.144438607990741,D Cold,True,Europe,51337.0,51337.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01112099999,65.461111,12.2175,7.62,65.5,12.200000000000001,4.399025096313781,4.282923221588135,3.3370767784118653,3.3370767784118653,D Cold,True,Europe,52332.0,147761.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01114099999,66.9,13.6333333,8.0,66.9,13.600000000000001,1.4541971004276724,34.65065002441406,-26.650650024414062,26.650650024414062,Ocean/NA,True,Europe,48966.0,48966.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01115099999,66.7666666,12.4833333,13.0,66.8,12.5,3.777823410985965,0.07877492159605026,12.92122507840395,12.92122507840395,C Temperate,True,Europe,50423.0,50424.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01116099999,65.95,12.4666666,17.06,66.0,12.5,5.760911085665022,239.82122802734375,-222.76122802734375,222.76122802734375,D Cold,True,Europe,50358.0,106551.0,2015-01-01 00:00:00,2020-12-31 11:00:00
01117099999,65.8166666,12.4166666,21.0,65.8,12.4,2.0028141152212897,22.37867546081543,-1.3786754608154297,1.3786754608154297,Ocean/NA,True,Europe,49969.0,49969.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01121099999,66.3666666,12.6166666,10.0,66.4,12.600000000000001,3.7801364413101504,0.0,10.0,10.0,D Cold,True,Europe,47879.0,47879.0,2015-01-01 00:00:00,2020-12-31 07:00:00
01122099999,65.783997,13.214914,72.23,65.8,13.200000000000001,1.9049610811090614,387.28411865234375,-315.05411865234373,315.05411865234373,D Cold,True,Europe,50196.0,106996.0,2015-01-01 00:00:00,2020-12-31 20:00:00
01124099999,64.1666666,12.4666666,195.0,64.2,12.5,4.042737383545875,267.15777587890625,-72.15777587890625,72.15777587890625,D Cold,False,Europe,50082.0,50082.0,2015-01-01 00:00:00,2020-12-31 22:00:00
01132099999,65.1666666,13.3666666,319.0,65.2,13.4,4.019746585735389,527.8226928710938,-208.82269287109375,208.82269287109375,D Cold,False,Europe,50326.0,50326.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01133099999,65.6166666,13.2833333,50.0,65.60000000000001,13.3,2.0050590889024367,482.18035888671875,-432.18035888671875,432.18035888671875,D Cold,True,Europe,48760.0,48760.0,2015-01-05 12:00:00,2020-12-31 22:00:00
01135099999,66.1166666,13.5833333,123.0,66.10000000000001,13.600000000000001,1.9994723529788636,192.8949432373047,-69.89494323730469,69.89494323730469,D Cold,True,Europe,50594.0,50594.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01139099999,67.65,12.7166666,4.0,67.60000000000001,12.700000000000001,5.604333156614012,22.51473045349121,-18.51473045349121,18.51473045349121,C Temperate,True,Europe,46068.0,51522.0,2015-01-01 00:00:00,2020-12-31 21:00:00
01141099999,68.15,13.6166667,26.0,68.2,13.600000000000001,5.6022826927661855,102.57283020019531,-76.57283020019531,76.57283020019531,D Cold,True,Europe,49478.0,88780.0,2015-01-01 17:00:00,2020-12-31 23:00:00
01143099999,68.05,16.0833333,19.0,68.0,16.1,5.60283810822354,333.0528564453125,-314.0528564453125,314.0528564453125,D Cold,True,Europe,33344.0,33344.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01144099999,67.4,13.8833333,24.0,67.4,13.9,0.7121972428602975,0.7664945721626282,23.233505427837372,23.233505427837372,D Cold,True,Europe,49109.0,49109.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01146099999,66.2333333,13.8833333,5.0,66.2,13.9,3.7810990234056825,184.3931121826172,-179.3931121826172,179.3931121826172,D Cold,True,Europe,50204.0,50204.0,2015-01-02 15:00:00,2020-12-31 22:00:00
01147099999,65.8333333,14.1833333,406.0,65.8,14.200000000000001,3.7834533506499404,573.0756225585938,-167.07562255859375,167.07562255859375,D Cold,False,Europe,49637.0,49637.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01148099999,66.3833333,14.5166666,110.0,66.4,14.5,1.9963472317248474,686.201171875,-576.201171875,576.201171875,D Cold,False,Europe,48204.0,48204.0,2015-01-01 00:00:00,2020-12-31 21:00:00
01150099999,66.5,14.95,251.0,66.5,14.9,2.216946676448577,673.5444946289062,-422.54449462890625,422.54449462890625,D Cold,False,Europe,48797.0,48797.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01151099999,66.3666666,14.3,70.0,66.4,14.3,3.7065100874568486,424.8370361328125,-354.8370361328125,354.8370361328125,D Cold,True,Europe,50341.0,104857.0,2015-01-01 00:00:00,2020-12-31 18:00:00
01152099999,67.269167,14.365278,12.8,67.3,14.4,3.7386186373494548,33.244422912597656,-20.444422912597656,20.444422912597656,D Cold,True,Europe,52514.0,143149.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01154099999,68.5833333,14.3,30.0,68.60000000000001,14.3,1.8532550437284243,4.248119831085205,25.751880168914795,25.751880168914795,Ocean/NA,True,Europe,1.0,1.0,2017-08-01 14:00:00,2017-08-01 14:00:00
01156099999,68.6,14.4333333,7.55,68.60000000000001,14.4,1.352415408042301,26.988107681274414,-19.438107681274413,19.438107681274413,Ocean/NA,True,Europe,49090.0,49090.0,2015-01-01 00:00:00,2020-12-31 22:00:00
01158099999,67.1666666,15.4833333,8.0,67.2,15.5,3.7755386442122396,337.83880615234375,-329.83880615234375,329.83880615234375,Ocean/NA,True,Europe,49352.0,49352.0,2015-01-01 00:00:00,2020-12-31 21:00:00
01160099999,68.15,14.65,11.0,68.2,14.600000000000001,5.931543447292241,166.8100128173828,-155.8100128173828,155.8100128173828,Ocean/NA,True,Europe,49854.0,49855.0,2015-01-01 00:00:00,2020-12-31 20:00:00
01161099999,68.25,14.6666667,9.0,68.2,14.700000000000001,5.727251726651654,44.999961853027344,-35.999961853027344,35.999961853027344,Ocean/NA,True,Europe,50168.0,85524.0,2015-01-01 00:00:00,2020-12-31 10:00:00
01162099999,68.5833333,15.0166667,3.0,68.60000000000001,15.0,1.9728540901346256,200.39495849609375,-197.39495849609375,197.39495849609375,Ocean/NA,True,Europe,49878.0,86783.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01167099999,68.7,15.4166666,3.0,68.7,15.4,0.6731931337792566,23.84454917907715,-20.84454917907715,20.84454917907715,D Cold,True,Europe,14264.0,14264.0,2015-01-01 00:00:00,2019-12-22 15:00:00
01169099999,66.9333333,15.3166666,37.0,66.9,15.3,3.777046809126065,253.90231323242188,-216.90231323242188,216.90231323242188,D Cold,True,Europe,50679.0,50679.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01180099999,68.8,16.5333333,45.0,68.8,16.5,1.3403610793633458,82.03346252441406,-37.03346252441406,37.03346252441406,D Cold,True,Europe,51345.0,51345.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01183099999,68.4913,16.678108,25.6,68.5,16.7,1.316103022836377,28.53070640563965,-2.930706405639647,2.930706405639647,D Cold,True,Europe,52326.0,124757.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01192099999,68.4166666,17.65,200.0,68.4,17.6,2.7604967230187305,412.8960876464844,-212.89608764648438,212.89608764648438,E Polar,True,Europe,49943.0,49943.0,2015-01-01 00:00:00,2020-12-31 22:00:00
01193099999,68.4666667,17.5,23.0,68.5,17.5,3.7064989679479052,412.8960876464844,-389.8960876464844,389.8960876464844,D Cold,True,Europe,19618.0,29627.0,2015-01-01 00:00:00,2017-04-03 09:00:00
01198099999,68.7833333,19.7,204.0,68.8,19.700000000000003,1.8532550437284243,767.3305053710938,-563.3305053710938,563.3305053710938,D Cold,False,Europe,46956.0,46956.0,2015-01-01 00:00:00,2020-12-31 13:00:00
01199099999,68.75,23.5333333,382.0,68.8,23.5,5.71939455450949,399.4122314453125,-17.4122314453125,17.4122314453125,D Cold,False,Europe,44236.0,44236.0,2015-01-01 03:00:00,2020-12-31 23:00:00
01203099999,62.0333333,4.9833333,41.0,62.0,5.0,3.807137269388797,106.22002410888672,-65.22002410888672,65.22002410888672,Ocean/NA,True,Europe,49504.0,49504.0,2015-01-01 00:00:00,2020-12-31 19:00:00
01205099999,62.3333333,5.2666666,37.17,62.300000000000004,5.300000000000001,4.086976012250674,0.0,37.17,37.17,Ocean/NA,True,Europe,47646.0,47647.0,2015-01-01 00:00:00,2020-11-24 07:00:00
01207099999,62.1,5.5833333,41.0,62.1,5.6000000000000005,0.8671932860012742,261.3865051269531,-220.38650512695312,220.38650512695312,C Temperate,True,Europe,3772.0,3772.0,2015-01-01 06:00:00,2018-06-30 18:00:00
01209099999,62.1833333,6.0666667,74.0,62.2,6.1000000000000005,2.534654557489229,368.8116149902344,-294.8116149902344,294.8116149902344,C Temperate,True,Europe,50243.0,91883.0,2015-01-01 00:00:00,2020-12-31 21:00:00
01210099999,62.560372,6.110164,21.03,62.6,6.1000000000000005,4.437068693737141,0.0,21.03,21.03,C Temperate,True,Europe,52522.0,150835.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01212099999,62.8666666,6.5333333,15.0,62.900000000000006,6.5,4.073378393325993,0.0005043564597144723,14.999495643540286,14.999495643540286,Ocean/NA,True,Europe,49558.0,49559.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01214099999,62.65,6.7666666,43.0,62.6,6.800000000000001,5.815109451613129,75.6650161743164,-32.665016174316406,32.665016174316406,D Cold,True,Europe,48395.0,48395.0,2015-01-01 00:00:00,2020-12-31 11:00:00
01217099999,62.744722,7.2625,3.04,62.7,7.300000000000001,5.327425551552364,128.603271484375,-125.563271484375,125.563271484375,C Temperate,True,Europe,52485.0,150176.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01218099999,62.2333333,7.4166666,17.0,62.2,7.4,3.805834129968053,862.8798217773438,-845.8798217773438,845.8798217773438,D Cold,True,Europe,51288.0,51288.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01220099999,62.45,7.7666666,1294.0,62.400000000000006,7.800000000000001,5.8184840486153435,904.6224975585938,389.37750244140625,389.37750244140625,E Polar,True,Europe,46224.0,46224.0,2015-01-01 00:00:00,2020-12-31 22:00:00
01221099999,63.05,9.0833333,415.0,63.0,9.1,5.622947540788042,672.747314453125,-257.747314453125,257.747314453125,D Cold,True,Europe,46349.0,46349.0,2015-01-01 00:00:00,2020-12-26 22:00:00
01223099999,63.111781,7.824522,62.17,63.1,7.800000000000001,1.7992735199074776,9.811113357543945,52.358886642456056,52.358886642456056,C Temperate,True,Europe,52540.0,151822.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01224099999,62.4666666,6.2166666,50.0,62.5,6.2,3.8041180279268847,163.05763244628906,-113.05763244628906,113.05763244628906,Ocean/NA,True,Europe,47089.0,47089.0,2015-01-01 00:00:00,2020-06-16 13:00:00
01225099999,63.5166666,7.95,5.0,63.5,8.0,3.0959720653454306,13.323444366455078,-8.323444366455078,8.323444366455078,C Temperate,True,Europe,49369.0,49369.0,2015-01-01 00:00:00,2020-12-31 21:00:00
01227099999,62.7166666,8.7833333,405.0,62.7,8.8,2.038773321085114,837.7029418945312,-432.70294189453125,432.70294189453125,D Cold,True,Europe,51606.0,51606.0,2015-01-08 11:00:00,2020-12-31 23:00:00
01227399999,62.8333333,8.3,69.0,62.800000000000004,8.3,3.7064989679479052,242.68356323242188,-173.68356323242188,173.68356323242188,C Temperate,True,Europe,2.0,2.0,2015-01-08 05:00:00,2015-01-08 10:00:00
01228099999,63.85,8.4666666,6.0,63.800000000000004,8.5,5.795176423591357,0.03502120077610016,5.9649787992239,5.9649787992239,C Temperate,True,Europe,46593.0,46593.0,2015-01-01 00:00:00,2020-12-30 00:00:00
01230099999,62.2666666,8.2,579.0,62.300000000000004,8.200000000000001,3.7065100874568486,1248.2596435546875,-669.2596435546875,669.2596435546875,D Cold,False,Europe,42534.0,42534.0,2015-01-01 00:00:00,2020-12-31 23:00:00
01232099999,62.45,7.85,67.0,62.400000000000006,7.800000000000001,6.126548366544148,904.6224975585938,-837.6224975585938,837.6224975585938,E Polar,True,Europe,51167.0,51167.0,2015-01-01 00:00:00,2020-12-31 23:00:00
