station,lat,lon,n_years,years
27707099999,54.1,35.35,6,2015;2016;2017;2018;2019;2020
27719099999,54.2333333,37.6166666,6,2015;2016;2017;2018;2019;2020
27730099999,54.6333333,39.7,6,2015;2016;2017;2018;2019;2020
27745099999,54.35,41.9666666,6,2015;2016;2017;2018;2019;2020
27752099999,54.6333333,43.2333333,6,2015;2016;2017;2018;2019;2020
27756099999,54.4333333,43.7666666,6,2015;2016;2017;2018;2019;2020
27760099999,54.1333333,45.2333333,6,2015;2016;2017;2018;2019;2020
27776099999,54.4833333,46.7,6,2015;2016;2017;2018;2019;2020
27785099999,54.275556,48.243056,6,2015;2016;2017;2018;2019;2020
27799099999,54.2333333,49.6,6,2015;2016;2017;2018;2019;2020
27817099999,53.3833333,36.5333333,6,2015;2016;2017;2018;2019;2020
27821099999,54.0,38.1333333,6,2015;2016;2017;2018;2019;2020
27823099999,53.7833333,39.25,6,2015;2016;2017;2018;2019;2020
27835099999,53.7166666,40.1166666,6,2015;2016;2017;2018;2019;2020
27848099999,53.45,41.8,6,2015;2016;2017;2018;2019;2020
27857099999,53.4833333,42.6333333,6,2015;2016;2017;2018;2019;2020
27858099999,53.3333333,43.3166666,6,2015;2016;2017;2018;2019;2020
27872099999,53.85,46.4166666,6,2015;2016;2017;2018;2019;2020
27894099999,53.6,48.8333333,6,2015;2016;2017;2018;2019;2020
27906099999,52.9333333,36.0,6,2015;2016;2017;2018;2019;2020
27921099999,53.15,38.1166666,6,2015;2016;2017;2018;2019;2020
27928099999,52.6333333,38.5166666,6,2015;2016;2017;2018;2019;2020
27930099999,52.702547,39.538034,6,2015;2016;2017;2018;2019;2020
27935099999,52.8833333,40.4833333,6,2015;2016;2017;2018;2019;2020
27947099999,52.8,41.3333333,6,2015;2016;2017;2018;2019;2020
27955099999,52.9666666,43.4,6,2015;2016;2017;2018;2019;2020
27957099999,52.6666666,42.7166666,6,2015;2016;2017;2018;2019;2020
27962099999,53.1333333,45.0166667,6,2015;2016;2017;2018;2019;2020
27962199999,54.401017,48.802656,6,2015;2016;2017;2018;2019;2020
27962299999,56.090269,47.34725,6,2015;2016;2017;2018;2019;2020
27972099999,53.05,46.4333333,6,2015;2016;2017;2018;2019;2020
27981099999,53.15,47.5166666,6,2015;2016;2017;2018;2019;2020
27983099999,53.1833333,48.4,6,2015;2016;2017;2018;2019;2020
27995099999,52.9833333,49.4333333,6,2015;2016;2017;2018;2019;2020
28009099999,59.35,52.25,6,2015;2016;2017;2018;2019;2020
28044099999,59.6,60.5333333,6,2015;2016;2017;2018;2019;2020
28049099999,59.4333333,62.3333333,6,2015;2016;2017;2018;2019;2020
28064099999,59.6166666,65.7166666,6,2015;2016;2017;2018;2019;2020
28076099999,59.6,69.2833333,6,2015;2016;2017;2018;2019;2020
28097099999,59.5833333,73.2833333,6,2015;2016;2017;2018;2019;2020
28116099999,58.9833333,54.65,6,2015;2016;2017;2018;2019;2020
28138099999,58.5166666,58.85,6,2015;2016;2017;2018;2019;2020
28144099999,58.8666666,60.7833333,6,2015;2016;2017;2018;2019;2020
28165099999,58.7166666,66.0833333,6,2015;2016;2017;2018;2019;2020
28214099999,58.1333333,52.5833333,6,2015;2016;2017;2018;2019;2020
28216099999,58.0833333,54.6833333,4,2015;2016;2017;2018
28224099999,58.0,56.3333333,6,2015;2016;2017;2018;2019;2020
28225099999,57.914517,56.021214,6,2015;2016;2017;2018;2019;2020
28240099999,57.8833333,60.0666666,6,2015;2016;2017;2018;2019;2020
28255099999,58.05,63.6833333,3,2015;2016;2017
28275099999,58.15,68.25,6,2015;2016;2017;2018;2019;2020
28319099999,57.0833333,54.75,6,2015;2016;2017;2018;2019;2020
28321099999,57.7166666,55.3833333,6,2015;2016;2017;2018;2019;2020
28334099999,57.35,58.2166666,6,2015;2016;2017;2018;2019;2020
28366099999,57.4166666,67.0833333,6,2015;2016;2017;2018;2019;2020
28367099999,57.1166666,65.4333333,6,2015;2016;2017;2018;2019;2020
28382099999,57.6833333,71.1833333,6,2015;2016;2017;2018;2019;2020
28383099999,57.5166666,72.4,4,2015;2016;2017;2018
28411099999,56.8333333,53.45,6,2015;2016;2017;2018;2019;2020
28418099999,56.4666666,53.7333333,6,2015;2016;2017;2018;2019;2020
28428099999,56.5,56.1333333,4,2015;2016;2017;2018
28434099999,56.65,57.7833333,6,2015;2016;2017;2018;2019;2020
28440099999,56.743108,60.802728,6,2015;2016;2017;2018;2019;2020
28451099999,56.85,62.7166666,4,2015;2016;2017;2018
28465099999,56.6833333,66.35,6,2015;2016;2017;2018;2019;2020
28481099999,56.8166666,70.6166666,6,2015;2016;2017;2018;2019;2020
28491099999,56.9333333,72.6666666,6,2015;2016;2017;2018;2019;2020
28493099999,56.9,74.3833333,6,2015;2016;2017;2018;2019;2020
28493599999,56.172947,92.493278,6,2015;2016;2017;2018;2019;2020
28502099999,56.2333333,51.0333333,6,2015;2016;2017;2018;2019;2020
28506099999,55.7666666,52.0666666,6,2015;2016;2017;2018;2019;2020
28517099999,55.7166666,53.0666666,6,2015;2016;2017;2018;2019;2020
28522099999,56.1102777,56.5736111,6,2015;2016;2017;2018;2019;2020
28537099999,55.7,57.9,2,2015;2016
28541099999,56.0833333,60.3,6,2015;2016;2017;2018;2019;2020
28552099999,56.0666666,63.65,6,2015;2016;2017;2018;2019;2020
28573099999,56.1,69.4333333,6,2015;2016;2017;2018;2019;2020
28586099999,55.8666666,72.2,4,2015;2016;2017;2018
28588099999,55.5666666,71.3666666,4,2015;2016;2017;2018
28593099999,56.1,74.6333333,6,2015;2016;2017;2018;2019;2020
28598099999,55.6,73.4833333,1,2016
28612099999,55.3166666,53.1833333,6,2015;2016;2017;2018;2019;2020
28615099999,55.1833333,53.8,2,2015;2016
28621099999,55.4166666,55.5333333,6,2015;2016;2017;2018;2019;2020
28642099999,55.305836,61.503333,6,2015;2016;2017;2018;2019;2020
28645099999,55.15,61.3,6,2015;2016;2017;2018;2019;2020
28655099999,55.2333333,63.3166666,4,2015;2016;2017;2018
28661099999,55.4666666,65.4,6,2015;2016;2017;2018;2019;2020
28666099999,55.25,67.3,6,2015;2016;2017;2018;2019;2020
28676099999,54.83,69.15,6,2015;2016;2017;2018;2019;2020
28687099999,54.9,70.45,3,2018;2019;2020
28688099999,54.9,71.25,4,2015;2016;2017;2018
28696099999,55.0333333,74.5833333,4,2015;2016;2017;2018
28698099999,54.967042,73.310514,6,2015;2016;2017;2018;2019;2020
28704099999,54.5,50.4166666,6,2015;2016;2017;2018;2019;2020
28705099999,54.4166666,51.1,6,2015;2016;2017;2018;2019;2020
28711099999,54.6166666,52.8,6,2015;2016;2017;2018;2019;2020
28719099999,54.0166666,54.15,6,2015;2016;2017;2018;2019;2020
28722099999,54.557511,55.874417,6,2015;2016;2017;2018;2019;2020
28748099999,54.0833333,61.6166666,6,2015;2016;2017;2018;2019;2020
28756099999,54.4666666,64.8666666,4,2015;2016;2017;2018
28764099999,54.483,65.767,5,2015;2016;2018;2019;2020
28766099999,54.3666666,66.9666666,6,2015;2016;2017;2018;2019;2020
28775199999,54.4,68.4,3,2018;2019;2020
28785499999,53.74,91.385,6,2015;2016;2017;2018;2019;2020
28786099999,54.3666666,71.75,6,2015;2016;2017;2018;2019;2020
28791099999,54.6333333,72.4333333,4,2015;2016;2017;2018
28797099999,54.2,72.9666666,6,2015;2016;2017;2018;2019;2020
28799099999,54.1666666,74.8,6,2015;2016;2017;2018;2019;2020
28806099999,53.6166666,52.45,6,2015;2016;2017;2018;2019;2020
28825099999,53.5833333,55.9336111,6,2015;2016;2017;2018;2019;2020
28838099999,53.35,59.0833333,6,2015;2016;2017;2018;2019;2020
28843099999,53.75,62.033,3,2018;2019;2020
28863099999,53.767,67.383,3,2018;2019;2020
28867099999,53.3166666,65.55,6,2015;2016;2017;2018;2019;2020
28873099999,53.833,69.783,3,2018;2019;2020
28879099999,53.2833333,69.3833333,6,2015;2016;2017;2018;2019;2020
28884199999,53.6,70.5,3,2018;2019;2020
28900099999,53.504858,50.164336,6,2015;2016;2017;2018;2019;2020
28908099999,52.6166666,51.2833333,6,2015;2016;2017;2018;2019;2020
28909099999,52.8166666,52.2166666,4,2015;2016;2017;2018
28916099999,52.9333333,54.75,6,2015;2016;2017;2018;2019;2020
28948099999,52.717,61.167,3,2018;2019;2020
28952099999,53.2166666,63.6166666,6,2015;2016;2017;2018;2019;2020
28966099999,52.8166666,66.9666666,6,2015;2016;2017;2018;2019;2020
28978099999,52.5333333,68.75,6,2015;2016;2017;2018;2019;2020
28984099999,52.95,70.2166666,6,2015;2016;2017;2018;2019;2020
28993099999,53.15,74.2,3,2018;2019;2020
29023099999,59.85,81.95,6,2015;2016;2017;2018;2019;2020
29059099999,59.4333333,89.2833333,6,2015;2016;2017;2018;2019;2020
29068099999,59.5,90.9283333,6,2015;2016;2017;2018;2019;2020
29111099999,59.2166666,78.2333333,6,2015;2016;2017;2018;2019;2020
29122099999,59.05,80.8333333,6,2015;2016;2017;2018;2019;2020
29149099999,58.6333333,86.7333333,6,2015;2016;2017;2018;2019;2020
29203099999,58.5833333,76.5166666,6,2015;2016;2017;2018;2019;2020
29209099999,57.8,77.2166666,6,2015;2016;2017;2018;2019;2020
29231099999,58.3166666,82.95,6,2015;2016;2017;2018;2019;2020
29253099999,58.45,89.4666666,6,2015;2016;2017;2018;2019;2020
29263099999,58.45,92.15,6,2015;2016;2017;2018;2019;2020
29274099999,58.0833333,93.0,6,2015;2016;2017;2018;2019;2020
29276099999,58.1833333,94.75,6,2015;2016;2017;2018;2019;2020
29282099999,58.3833333,97.45,6,2015;2016;2017;2018;2019;2020
29313099999,57.5333333,79.4305556,6,2015;2016;2017;2018;2019;2020
29328099999,57.0,82.0666666,6,2015;2016;2017;2018;2019;2020
29332099999,57.5833333,83.7833333,6,2015;2016;2017;2018;2019;2020
29348099999,57.0666666,86.2166666,6,2015;2016;2017;2018;2019;2020
29363099999,57.6333333,92.2666666,6,2015;2016;2017;2018;2019;2020
29367099999,56.9666666,90.6833333,6,2015;2016;2017;2018;2019;2020
29374099999,57.6833333,93.2666666,6,2015;2016;2017;2018;2019;2020
29379099999,57.2,94.55,6,2015;2016;2017;2018;2019;2020
29393099999,57.65,99.5333333,6,2015;2016;2017;2018;2019;2020
29405099999,56.6,76.5666666,6,2015;2016;2017;2018;2019;2020
29418099999,56.35,78.35,6,2015;2016;2017;2018;2019;2020
29430099999,56.5,84.9166666,6,2015;2016;2017;2018;2019;2020
29456099999,56.5333333,89.3166666,6,2015;2016;2017;2018;2019;2020
29464099999,56.65,90.55,6,2015;2016;2017;2018;2019;2020
29467099999,56.2833333,90.5166666,6,2015;2016;2017;2018;2019;2020
29471099999,56.9,93.1333333,6,2015;2016;2017;2018;2019;2020
29477099999,56.5,93.2833333,6,2015;2016;2017;2018;2019;2020
29481099999,56.85,95.2166666,6,2015;2016;2017;2018;2019;2020
29485099999,56.6833333,96.05,6,2015;2016;2017;2018;2019;2020
29524099999,55.85,80.0333333,6,2015;2016;2017;2018;2019;2020
29551099999,56.1833333,87.6833333,6,2015;2016;2017;2018;2019;2020
29553099999,56.2166666,89.55,6,2015;2016;2017;2018;2019;2020
29557099999,55.75,88.3166666,4,2015;2016;2017;2018
29558099999,55.5333333,89.2,6,2015;2016;2017;2018;2019;2020
29561099999,56.0333333,90.3166666,6,2015;2016;2017;2018;2019;2020
29562099999,56.1,91.6666666,6,2015;2016;2017;2018;2019;2020
29563099999,56.1166666,92.2,6,2015;2016;2017;2018;2019;2020
29566099999,55.9333333,92.2833333,6,2015;2016;2017;2018;2019;2020
29570099999,56.0666666,92.7333333,2,2015;2016
29571099999,56.0666666,92.7333333,6,2015;2016;2017;2018;2019;2020
29576099999,55.8166666,94.3,6,2015;2016;2017;2018;2019;2020
29578099999,55.7166666,93.75,6,2015;2016;2017;2018;2019;2020
29580099999,56.1666666,95.2666666,6,2015;2016;2017;2018;2019;2020
29581099999,56.2,95.6333333,6,2015;2016;2017;2018;2019;2020
29587099999,55.6333333,95.4666666,6,2015;2016;2017;2018;2019;2020
29594099999,55.95,98.0,6,2015;2016;2017;2018;2019;2020
29602099999,55.3,76.75,6,2015;2016;2017;2018;2019;2020
29605099999,55.2,76.0188889,6,2015;2016;2017;2018;2019;2020
29612099999,55.3333333,78.3083333,6,2015;2016;2017;2018;2019;2020
29625099999,55.1,80.9666666,4,2015;2016;2017;2018
29631099999,55.3,82.75,6,2015;2016;2017;2018;2019;2020
29634099999,55.012622,82.650656,6,2015;2016;2017;2018;2019;2020
29636099999,55.2333333,84.4,6,2015;2016;2017;2018;2019;2020
29638099999,54.9,82.95,6,2015;2016;2017;2018;2019;2020
29642099999,55.270094,86.107208,6,2015;2016;2017;2018;2019;2020
29645099999,55.25,86.2166666,6,2015;2016;2017;2018;2019;2020
29653099999,55.3,89.8166666,6,2015;2016;2017;2018;2019;2020
29654099999,55.2166666,87.65,6,2015;2016;2017;2018;2019;2020
29662099999,55.3833333,91.6166666,6,2015;2016;2017;2018;2019;2020
29664099999,55.0833333,90.85,6,2015;2016;2017;2018;2019;2020
29676099999,55.25,94.8833333,6,2015;2016;2017;2018;2019;2020
29698099999,54.8833333,99.0333333,6,2015;2016;2017;2018;2019;2020
29706099999,54.3666666,77.2833333,6,2015;2016;2017;2018;2019;2020
29712099999,54.7,78.6666666,6,2015;2016;2017;2018;2019;2020
29724099999,54.3333333,80.4666666,6,2015;2016;2017;2018;2019;2020
29726099999,54.3666666,81.8833333,6,2015;2016;2017;2018;2019;2020
29736099999,54.3333333,84.2166666,6,2015;2016;2017;2018;2019;2020
29752099999,54.75,88.8166666,6,2015;2016;2017;2018;2019;2020
29756099999,54.5,89.9333333,1,2018
29759099999,54.3333333,89.2833333,6,2015;2016;2017;2018;2019;2020
29766099999,54.3666666,92.1333333,6,2015;2016;2017;2018;2019;2020
29768099999,54.2,91.5833333,6,2015;2016;2017;2018;2019;2020
29771099999,55.35,92.1,6,2015;2016;2017;2018;2019;2020
29772099999,54.3666666,93.4333333,6,2015;2016;2017;2018;2019;2020
29789099999,54.2166666,96.9666666,6,2015;2016;2017;2018;2019;2020
29802099999,53.8166666,76.5333333,6,2015;2016;2017;2018;2019;2020
29807099999,53.35,75.45,6,2015;2016;2017;2018;2019;2020
29813099999,53.9666666,79.2333333,4,2015;2016;2017;2018
29814099999,53.7333333,78.0166666,6,2015;2016;2017;2018;2019;2020
29822099999,53.8166666,81.2666666,4,2015;2016;2017;2018
29827099999,53.2666666,80.7666666,6,2015;2016;2017;2018;2019;2020
29838099999,53.363775,83.538533,6,2015;2016;2017;2018;2019;2020
29846099999,53.7333333,87.1833333,3,2015;2016;2017
29864099999,53.7166666,90.3666666,6,2015;2016;2017;2018;2019;2020
29866099999,53.7166666,91.7,6,2015;2016;2017;2018;2019;2020
29869099999,53.3,92.4166666,6,2015;2016;2017;2018;2019;2020
29874099999,53.5833333,92.8833333,6,2015;2016;2017;2018;2019;2020
29876099999,53.6833333,94.2,6,2015;2016;2017;2018;2019;2020
29892099999,53.95,98.8166666,6,2015;2016;2017;2018;2019;2020
29906099999,52.917,77.417,3,2018;2019;2020
29915099999,52.9666666,78.65,6,2015;2016;2017;2018;2019;2020
29923099999,53.0666666,82.3,5,2015;2016;2017;2018;2019
29937099999,52.5166666,82.7666666,6,2015;2016;2017;2018;2019;2020
29939099999,52.6666666,84.9166666,6,2015;2016;2017;2018;2019;2020
29956099999,52.8,89.9166666,6,2015;2016;2017;2018;2019;2020
29962099999,53.05,90.9166666,1,2018
29963099999,53.117,92.45,1,2015
29974099999,52.8,93.2333333,6,2015;2016;2017;2018;2019;2020
29998099999,52.5,99.8166666,6,2015;2016;2017;2018;2019;2020
30028099999,59.2833333,106.1666666,6,2015;2016;2017;2018;2019;2020
30054099999,59.45,112.5833333,6,2015;2016;2017;2018;2019;2020
30074099999,59.9333333,117.6,6,2015;2016;2017;2018;2019;2020
30089099999,59.0166666,121.7666666,6,2015;2016;2017;2018;2019;2020
30127099999,58.2333333,105.7333333,6,2015;2016;2017;2018;2019;2020
30157099999,58.3166666,112.8666666,6,2015;2016;2017;2018;2019;2020
30165099999,58.4166666,116.0166666,1,2015
30173099999,59.0,119.8,6,2015;2016;2017;2018;2019;2020
30198099999,58.0666666,123.7166666,6,2015;2016;2017;2018;2019;2020
30230099999,57.7666667,108.0666667,6,2015;2016;2017;2018;2019;2020
30252099999,57.8166666,114.0166666,6,2015;2016;2017;2018;2019;2020
30309099999,56.370556,101.698331,6,2015;2016;2017;2018;2019;2020
30323099999,56.8,105.8,6,2015;2016;2017;2018;2019;2020
30328099999,56.05,105.8333333,6,2015;2016;2017;2018;2019;2020
30337099999,56.3166666,107.6166666,6,2015;2016;2017;2018;2019;2020
30372099999,56.9,118.2666666,6,2015;2016;2017;2018;2019;2020
30385099999,56.5833333,121.4833333,6,2015;2016;2017;2018;2019;2020
30393099999,56.8333333,124.8666667,6,2015;2016;2017;2018;2019;2020
30405099999,55.3833333,101.0333333,6,2015;2016;2017;2018;2019;2020
30433099999,55.7833333,109.55,6,2015;2016;2017;2018;2019;2020
30439099999,55.1166666,109.75,6,2015;2016;2017;2018;2019;2020
30455099999,55.4666666,113.6166666,6,2015;2016;2017;2018;2019;2020
30493099999,55.9666666,124.8833333,6,2015;2016;2017;2018;2019;2020
30499099999,55.1833333,124.6666666,6,2015;2016;2017;2018;2019;2020
30504099999,54.6,100.6333333,6,2015;2016;2017;2018;2019;2020
30521099999,54.8,105.1666666,6,2015;2016;2017;2018;2019;2020
30526099999,54.4833333,107.0666666,6,2015;2016;2017;2018;2019;2020
30554099999,54.4833333,113.5833333,6,2015;2016;2017;2018;2019;2020
30603099999,53.9333333,102.05,6,2015;2016;2017;2018;2019;2020
30612099999,54.0,103.0666666,6,2015;2016;2017;2018;2019;2020
30622099999,53.9666666,105.9,6,2015;2016;2017;2018;2019;2020
30627099999,53.1,105.5333333,6,2015;2016;2017;2018;2019;2020
30635099999,53.4166666,109.0166666,6,2015;2016;2017;2018;2019;2020
30636099999,53.6166666,109.6333333,6,2015;2016;2017;2018;2019;2020
30637099999,53.3166666,107.7333333,6,2015;2016;2017;2018;2019;2020
30650099999,53.2,112.7833333,6,2015;2016;2017;2018;2019;2020
30664099999,53.5333333,115.6166666,6,2015;2016;2017;2018;2019;2020
30669099999,53.0666666,117.4833333,2,2015;2017
30673099999,53.75,119.7333333,6,2015;2016;2017;2018;2019;2020
30683099999,53.9666666,121.9333333,6,2015;2016;2017;2018;2019;2020
30686099999,53.4666666,122.4,4,2015;2016;2017;2018
30695099999,53.4666666,123.9,6,2015;2016;2017;2018;2019;2020
30703099999,52.9666666,101.9833333,6,2015;2016;2017;2018;2019;2020
30710099999,52.268028,104.388975,6,2015;2016;2017;2018;2019;2020
30714099999,52.1,102.7,6,2015;2016;2017;2018;2019;2020
30731099999,52.9833333,108.2833333,6,2015;2016;2017;2018;2019;2020
30739099999,52.1666666,109.7833333,6,2015;2016;2017;2018;2019;2020
30741099999,52.7666666,109.9666666,6,2015;2016;2017;2018;2019;2020
30745099999,52.5333333,111.55,6,2015;2016;2017;2018;2019;2020
30758099999,52.026317,113.305556,6,2015;2016;2017;2018;2019;2020
30764099999,52.65,115.1666666,6,2015;2016;2017;2018;2019;2020
30777099999,52.2333333,117.7,6,2015;2016;2017;2018;2019;2020
30781099999,52.75,120.0333333,6,2015;2016;2017;2018;2019;2020
30802099999,51.6833333,100.9833333,6,2015;2016;2017;2018;2019;2020
30815099999,51.5333333,103.6,6,2015;2016;2017;2018;2019;2020
30822099999,51.7166666,105.85,6,2015;2016;2017;2018;2019;2020
30823099999,51.807764,107.437644,6,2015;2016;2017;2018;2019;2020
30829099999,51.1,106.65,6,2015;2016;2017;2018;2019;2020
30838099999,51.3166666,108.8666666,6,2015;2016;2017;2018;2019;2020
30844099999,51.35,110.4666666,6,2015;2016;2017;2018;2019;2020
30846099999,51.35,112.4666666,6,2015;2016;2017;2018;2019;2020
30859099999,51.1,114.5166666,6,2015;2016;2017;2018;2019;2020
30862099999,51.8666666,116.0333333,6,2015;2016;2017;2018;2019;2020
30879099999,51.3166666,119.6166666,6,2015;2016;2017;2018;2019;2020
30925099999,50.3666666,106.45,6,2015;2016;2017;2018;2019;2020
30935099999,50.3666666,108.75,6,2015;2016;2017;2018;2019;2020
30949099999,49.5666666,111.9666666,6,2015;2016;2017;2018;2019;2020
30957099999,50.2666666,113.2666666,6,2015;2016;2017;2018;2019;2020
30961099999,50.95,115.5833333,4,2015;2016;2017;2018
30965099999,50.4,116.5166666,6,2015;2016;2017;2018;2019;2020
30967099999,49.9,115.75,6,2015;2016;2017;2018;2019;2020
30971099999,50.9166666,117.9333333,4,2015;2016;2017;2018
30975099999,50.3333333,119.0666666,6,2015;2016;2017;2018;2019;2020
30978099999,49.8333333,118.3833333,4,2015;2016;2017;2018
31004099999,58.6166666,125.3666666,6,2015;2016;2017;2018;2019;2020
31005099999,58.9666666,126.2666666,6,2015;2016;2017;2018;2019;2020
31011099999,59.6666666,127.05,6,2015;2016;2017;2018;2019;2020
31016099999,58.6333333,128.5,6,2015;2016;2017;2018;2019;2020
31026099999,58.7333333,130.6166666,6,2015;2016;2017;2018;2019;2020
31041099999,59.6333333,133.0333333,6,2015;2016;2017;2018;2019;2020
31054099999,59.1833333,135.15,6,2015;2016;2017;2018;2019;2020
31062099999,59.7666666,137.6666666,6,2015;2016;2017;2018;2019;2020
31083099999,59.9666666,144.7833333,1,2015
31087099999,58.8166666,141.85,6,2015;2016;2017;2018;2019;2020
31088099999,59.3666666,143.2,6,2015;2016;2017;2018;2019;2020
31096099999,59.15,149.0333333,6,2015;2016;2017;2018;2019;2020
31102099999,57.65,125.9666666,6,2015;2016;2017;2018;2019;2020
31123099999,57.7666666,130.9,6,2015;2016;2017;2018;2019;2020
31137099999,56.2833333,131.1333333,6,2015;2016;2017;2018;2019;2020
31152099999,57.65,136.15,6,2015;2016;2017;2018;2019;2020
31163099999,57.767,140.183,1,2015
31168099999,56.45,138.15,6,2015;2016;2017;2018;2019;2020
31174099999,54.8333333,137.5333333,6,2015;2016;2017;2018;2019;2020
31253099999,54.7166666,128.8666666,6,2015;2016;2017;2018;2019;2020
31263099999,54.7333333,130.45,2,2016;2018
31285099999,54.5,134.4166666,6,2015;2016;2017;2018;2019;2020
31295099999,53.4666666,125.8166666,6,2015;2016;2017;2018;2019;2020
31300099999,53.7,127.3,6,2015;2016;2017;2018;2019;2020
31328999999,50.425394,127.412478,6,2015;2016;2017;2018;2019;2020
31329099999,53.0666667,132.9333333,6,2015;2016;2017;2018;2019;2020
31348099999,53.05,136.0333333,6,2015;2016;2017;2018;2019;2020
31369099999,53.15,140.7,6,2015;2016;2017;2018;2019;2020
31371099999,52.7833333,126.0,6,2015;2016;2017;2018;2019;2020
31388099999,52.35,129.9166666,6,2015;2016;2017;2018;2019;2020
31416099999,52.4166666,136.5,6,2015;2016;2017;2018;2019;2020
31418099999,52.2833333,135.8,6,2015;2016;2017;2018;2019;2020
31439099999,52.3833333,140.4666666,6,2015;2016;2017;2018;2019;2020
31442099999,51.9833333,127.65,6,2015;2016;2017;2018;2019;2020
31445099999,51.45,128.1166666,6,2015;2016;2017;2018;2019;2020
31474099999,51.6333333,133.2666666,6,2015;2016;2017;2018;2019;2020
31478099999,52.2666666,133.9833333,6,2015;2016;2017;2018;2019;2020
31484099999,51.4166666,135.0833333,6,2015;2016;2017;2018;2019;2020
31489099999,51.2,136.8,6,2015;2016;2017;2018;2019;2020
31510099999,50.2833333,127.4833333,6,2015;2016;2017;2018;2019;2020
31513099999,50.9166666,128.4666666,4,2015;2016;2017;2018
31521099999,50.7833333,129.3333333,6,2015;2016;2017;2018;2019;2020
31527099999,50.1166666,129.4666666,6,2015;2016;2017;2018;2019;2020
31532099999,50.8666666,132.25,6,2015;2016;2017;2018;2019;2020
31534099999,50.4333333,131.0166666,6,2015;2016;2017;2018;2019;2020
31538099999,50.0666666,132.1333333,6,2015;2016;2017;2018;2019;2020
31561099999,50.5333333,137.0333333,6,2015;2016;2017;2018;2019;2020
31583099999,49.7833333,129.9166666,6,2015;2016;2017;2018;2019;2020
31587099999,49.6166666,128.65,6,2015;2016;2017;2018;2019;2020
31594099999,49.4166666,130.0833333,6,2015;2016;2017;2018;2019;2020
31624099999,49.4,133.2333333,6,2015;2016;2017;2018;2019;2020
31632099999,49.9333333,134.6333333,6,2015;2016;2017;2018;2019;2020
31655099999,49.45,136.5666667,6,2015;2016;2017;2018;2019;2020
31683099999,49.65,140.0833333,6,2015;2016;2017;2018;2019;2020
31702099999,49.0,131.0833333,6,2015;2016;2017;2018;2019;2020
31707099999,47.7333333,130.9666666,6,2015;2016;2017;2018;2019;2020
31713099999,48.7333333,132.95,6,2015;2016;2017;2018;2019;2020
31725099999,48.6166666,133.8333333,6,2015;2016;2017;2018;2019;2020
31733099999,48.8166666,135.8833333,6,2015;2016;2017;2018;2019;2020
31735099999,48.528044,135.188361,6,2015;2016;2017;2018;2019;2020
31754099999,48.6,137.05,6,2015;2016;2017;2018;2019;2020
31770099999,49.0,140.3,6,2015;2016;2017;2018;2019;2020
31801099999,47.6666666,136.1833333,6,2015;2016;2017;2018;2019;2020
31825099999,47.6,138.4,6,2015;2016;2017;2018;2019;2020
31832099999,46.8,134.2666666,6,2015;2016;2017;2018;2019;2020
31845099999,46.5333333,135.3166666,6,2015;2016;2017;2018;2019;2020
31866099999,46.5333333,138.3333333,6,2015;2016;2017;2018;2019;2020
31873099999,45.8666666,133.7333333,6,2015;2016;2017;2018;2019;2020
31878099999,45.1,133.5,6,2015;2016;2017;2018;2019;2020
31909099999,45.0,136.6,6,2015;2016;2017;2018;2019;2020
31913099999,45.2166666,131.9833333,4,2015;2016;2017;2018
31915099999,44.4,131.3833333,6,2015;2016;2017;2018;2019;2020
31921099999,44.7166666,132.0666666,6,2015;2016;2017;2018;2019;2020
31939099999,44.15,133.8666666,4,2015;2016;2017;2018
31958099999,44.25,135.45,2,2016;2017
31959099999,44.3666666,135.85,6,2015;2016;2017;2018;2019;2020
31960099999,43.1166666,131.9333333,6,2015;2016;2017;2018;2019;2020
31961099999,43.8833333,131.9666666,6,2015;2016;2017;2018;2019;2020
31969099999,42.65,130.8,6,2015;2016;2017;2018;2019;2020
31974199999,43.398953,132.148017,6,2015;2016;2017;2018;2019;2020
31981099999,43.9666666,133.0666666,6,2015;2016;2017;2018;2019;2020
31981199999,69.311053,87.332183,5,2015;2016;2018;2019;2020
31987099999,43.15,133.0166666,6,2015;2016;2017;2018;2019;2020
31989099999,42.9,133.9,6,2015;2016;2017;2018;2019;2020
31993099999,43.983,134.683,3,2016;2019;2020
31994099999,43.5833333,134.1666666,4,2016;2017;2019;2020
31995099999,43.567,134.633,5,2016;2017;2018;2019;2020
32010099999,53.5,142.9,6,2015;2016;2017;2018;2019;2020
32027099999,52.2166666,141.6333333,6,2015;2016;2017;2018;2019;2020
32053099999,51.9166666,143.1333333,6,2015;2016;2017;2018;2019;2020
32061099999,50.9,142.1666666,6,2015;2016;2017;2018;2019;2020
32069099999,50.05,142.1666666,6,2015;2016;2017;2018;2019;2020
32076099999,50.4,143.7666666,6,2015;2016;2017;2018;2019;2020
32098099999,49.2166666,143.1,6,2015;2016;2017;2018;2019;2020
32099099999,48.65,144.7333333,6,2015;2016;2017;2018;2019;2020
32121099999,47.9833333,142.2,6,2015;2016;2017;2018;2019;2020
32128099999,47.05,142.05,4,2015;2016;2017;2018
32150099999,46.888672,142.717531,6,2015;2016;2017;2018;2019;2020
32165099999,44.0166666,145.8666666,6,2015;2016;2017;2018;2019;2020
32213099999,50.8666666,156.6833333,6,2015;2016;2017;2018;2019;2020
32215099999,50.6833333,156.1333333,6,2015;2016;2017;2018;2019;2020
