station,lat,lon,n_years,years
70148626642,67.73167,-164.54833,6,2015;2016;2017;2018;2019;2020
70162526542,68.16667,-151.76667,6,2015;2016;2017;2018;2019;2020
70171826551,67.1,-157.85,6,2015;2016;2017;2018;2019;2020
70171900490,66.88808,-157.16241,6,2015;2016;2017;2018;2019;2020
70173026535,66.0,-153.7,6,2015;2016;2017;2018;2019;2020
70174026533,66.9175,-151.5189,6,2015;2016;2017;2018;2019;2020
70174899999,66.8166666,-150.65,6,2015;2016;2017;2018;2019;2020
70178026529,65.175,-152.1067,6,2015;2016;2017;2018;2019;2020
70194026413,66.56667,-145.26667,6,2015;2016;2017;2018;2019;2020
70194546405,68.11472,-145.57944,6,2015;2016;2017;2018;2019;2020
70197526422,64.77667,-141.14833,6,2015;2016;2017;2018;2019;2020
70199526628,64.55044,-163.00716,6,2015;2016;2017;2018;2019;2020
70200026617,64.5111,-165.44,6,2015;2016;2017;2018;2019;2020
70200499999,64.6891944,-163.41275,6,2015;2016;2017;2018;2019;2020
70200526647,62.06167,-163.3,6,2015;2016;2017;2018;2019;2020
70200626502,64.32667,-158.74167,6,2015;2016;2017;2018;2019;2020
70203526704,63.68667,-170.49333,6,2015;2016;2017;2018;2019;2020
70204026703,63.76667,-171.73278,6,2015;2016;2017;2018;2019;2020
70207026627,63.88333,-160.8,6,2015;2016;2017;2018;2019;2020
70207526644,62.65,-160.18333,6,2015;2016;2017;2018;2019;2020
70208426650,62.78528,-164.49111,6,2015;2016;2017;2018;2019;2020
70212026646,61.78333,-166.03333,6,2015;2016;2017;2018;2019;2020
70218526622,60.38333,-166.2,6,2015;2016;2017;2018;2019;2020
70218626651,61.52417,-166.14667,6,2015;2016;2017;2018;2019;2020
70219026615,60.785,-161.8293,6,2015;2016;2017;2018;2019;2020
70219599999,60.6833333,-161.9833333,5,2016;2017;2018;2019;2020
70222026501,64.73667,-156.93444,6,2015;2016;2017;2018;2019;2020
70222326602,64.935,-161.155,6,2015;2016;2017;2018;2019;2020
70231026510,62.9574,-155.6103,6,2015;2016;2017;2018;2019;2020
70231526536,62.89417,-155.97639,6,2015;2016;2017;2018;2019;2020
70232026516,61.58159,-159.54304,6,2015;2016;2017;2018;2019;2020
70232526443,61.57194,-149.54056,6,2015;2016;2017;2018;2019;2020
70235026534,61.1,-155.58333,6,2015;2016;2017;2018;2019;2020
70246026512,63.88611,-152.30194,6,2015;2016;2017;2018;2019;2020
70249026526,62.0911,-152.7349,6,2015;2016;2017;2018;2019;2020
70251026528,62.32,-150.095,6,2015;2016;2017;2018;2019;2020
70255026514,61.9772,-151.2169,2,2015;2016
70259026523,60.5797,-151.2391,6,2015;2016;2017;2018;2019;2020
70259526559,60.47583,-151.03417,6,2015;2016;2017;2018;2019;2020
70260026435,64.55,-149.07167,6,2015;2016;2017;2018;2019;2020
70260696401,62.82639,-149.90667,6,2015;2016;2017;2018;2019;2020
70260725378,58.09619,-135.40875,6,2015;2016;2017;2018;2019;2020
70261026411,64.8039,-147.8761,6,2015;2016;2017;2018;2019;2020
70261526498,64.8375,-147.61444,6,2015;2016;2017;2018;2019;2020
70262500104,63.017,-154.367,6,2015;2016;2017;2018;2019;2020
70262699999,57.58,-157.58,6,2015;2016;2017;2018;2019;2020
70262726561,64.72722,-155.46972,6,2015;2016;2017;2018;2019;2020
70262800105,61.867,-162.033,6,2015;2016;2017;2018;2019;2020
70264546403,63.73333,-148.91667,6,2015;2016;2017;2018;2019;2020
70265026407,64.68333,-147.08333,6,2015;2016;2017;2018;2019;2020
70267026415,63.9944,-145.7214,6,2015;2016;2017;2018;2019;2020
70268527518,70.46722,-157.43583,6,2015;2016;2017;2018;2019;2020
70268600106,59.93161,-164.02811,6,2015;2016;2017;2018;2019;2020
70269700107,59.45,-157.333,6,2015;2016;2017;2018;2019;2020
70270000489,61.2658,-149.6533,6,2015;2016;2017;2018;2019;2020
70271026425,62.1591,-145.4588,6,2015;2016;2017;2018;2019;2020
70271546407,61.94889,-147.16889,6,2015;2016;2017;2018;2019;2020
70271799999,66.600139,-159.98575,1,2016
70272026401,61.25306,-149.79361,6,2015;2016;2017;2018;2019;2020
70272526491,61.17806,-149.96639,6,2015;2016;2017;2018;2019;2020
70273026451,61.169,-150.0278,6,2015;2016;2017;2018;2019;2020
70273526409,61.21694,-149.855,6,2015;2016;2017;2018;2019;2020
70274025331,61.5961,-149.0916,6,2015;2016;2017;2018;2019;2020
70274626497,61.41639,-149.50722,6,2015;2016;2017;2018;2019;2020
70275626479,61.1315,-146.2435,6,2015;2016;2017;2018;2019;2020
70275827517,70.34417,-150.94472,6,2015;2016;2017;2018;2019;2020
70277026438,60.12833,-149.41667,6,2015;2016;2017;2018;2019;2020
70291026412,62.9617,-141.9878,6,2015;2016;2017;2018;2019;2020
70296026410,60.4888,-145.4511,6,2015;2016;2017;2018;2019;2020
70298626557,60.81417,-152.29694,2,2018;2019
70305025623,58.65,-162.06667,6,2015;2016;2017;2018;2019;2020
70305126521,62.18333,-159.76667,6,2015;2016;2017;2018;2019;2020
70305226652,61.53639,-160.34139,6,2015;2016;2017;2018;2019;2020
70305326654,61.775,-161.31944,6,2015;2016;2017;2018;2019;2020
70305400108,61.85,-165.567,6,2015;2016;2017;2018;2019;2020
70305500109,58.983,-159.05,6,2015;2016;2017;2018;2019;2020
70305626635,62.09528,-163.68194,6,2015;2016;2017;2018;2019;2020
70305726653,60.54139,-165.08722,6,2015;2016;2017;2018;2019;2020
70305800110,56.017,-161.167,6,2015;2016;2017;2018;2019;2020
70305999999,55.17,-162.27,6,2015;2016;2017;2018;2019;2020
70306125521,59.32417,-155.90167,6,2015;2016;2017;2018;2019;2020
70308025713,57.1552,-170.2222,6,2015;2016;2017;2018;2019;2020
70316025624,55.2207,-162.7324,6,2015;2016;2017;2018;2019;2020
70316525617,55.31944,-160.52083,6,2015;2016;2017;2018;2019;2020
70321025513,59.05,-158.5167,6,2015;2016;2017;2018;2019;2020
70326025503,58.6829,-156.6563,6,2015;2016;2017;2018;2019;2020
70333025508,56.95917,-158.63167,6,2015;2016;2017;2018;2019;2020
70333325518,56.31139,-158.37306,6,2015;2016;2017;2018;2019;2020
70333425519,58.18528,-157.38556,6,2015;2016;2017;2018;2019;2020
70333599999,58.7,-157.0,5,2016;2017;2018;2019;2020
70340025506,59.7494,-154.9089,6,2015;2016;2017;2018;2019;2020
70340626546,60.2036,-154.3163,6,2015;2016;2017;2018;2019;2020
70340726553,61.71667,-157.15,6,2015;2016;2017;2018;2019;2020
70341025507,59.642,-151.4908,6,2015;2016;2017;2018;2019;2020
70343025402,59.43333,-146.33333,6,2015;2016;2017;2018;2019;2020
70350025501,57.7511,-152.4855,6,2015;2016;2017;2018;2019;2020
70360525604,59.01139,-161.81972,6,2015;2016;2017;2018;2019;2020
70360625629,59.06667,-160.36667,6,2015;2016;2017;2018;2019;2020
70361025339,59.512,-139.6712,6,2015;2016;2017;2018;2019;2020
70362025335,59.4556,-135.3239,6,2015;2016;2017;2018;2019;2020
70362125516,59.44333,-151.70167,6,2015;2016;2017;2018;2019;2020
70362625323,59.2433,-135.5094,6,2015;2016;2017;2018;2019;2020
70364427515,70.21167,-151.00167,6,2015;2016;2017;2018;2019;2020
70365526552,65.69778,-156.35139,6,2015;2016;2017;2018;2019;2020
70365699999,59.75,-161.8333333,6,2015;2016;2017;2018;2019;2020
70367025322,58.4111,-135.7089,6,2015;2016;2017;2018;2019;2020
70371025333,57.0481,-135.3647,6,2015;2016;2017;2018;2019;2020
70381025309,58.3566,-134.564,6,2015;2016;2017;2018;2019;2020
70381725357,58.1916,-136.3435,6,2015;2016;2017;2018;2019;2020
70383025310,57.49889,-134.58639,6,2015;2016;2017;2018;2019;2020
70383525628,56.6,-169.565,6,2015;2016;2017;2018;2019;2020
70385525369,56.96667,-133.9,6,2015;2016;2017;2018;2019;2020
70386025329,56.8055,-132.9372,6,2015;2016;2017;2018;2019;2020
70387025338,56.4732,-132.3874,6,2015;2016;2017;2018;2019;2020
70388425376,55.20631,-132.82831,6,2015;2016;2017;2018;2019;2020
70388625348,56.2472,-134.6447,1,2015
70388800111,64.37,-161.224,6,2015;2016;2017;2018;2019;2020
70389199999,64.6166666,-162.2666666,6,2015;2016;2017;2018;2019;2020
70389425367,55.58,-133.075,6,2015;2016;2017;2018;2019;2020
70392500112,59.733,-157.267,6,2015;2016;2017;2018;2019;2020
70392699999,56.9333333,-154.1833333,6,2015;2016;2017;2018;2019;2020
70395025325,55.35,-131.65,6,2015;2016;2017;2018;2019;2020
70398025308,55.0389,-131.5787,5,2015;2016;2017;2018;2019
70398525377,55.13104,-131.57806,6,2015;2016;2017;2018;2019;2020
70414045715,52.71667,174.1,6,2015;2016;2017;2018;2019;2020
70454025704,51.88333,-176.65,6,2015;2016;2017;2018;2019;2020
70489025616,53.895,-166.5433,6,2015;2016;2017;2018;2019;2020
70489800113,66.818,-161.022,6,2015;2016;2017;2018;2019;2020
71001099999,61.371111,-139.040556,6,2015;2016;2017;2018;2019;2020
71002099999,53.5666666,-64.1,6,2015;2016;2017;2018;2019;2020
71003099999,53.75,-73.6833333,2,2015;2017
71005099999,53.1,-111.1666666,6,2015;2016;2017;2018;2019;2020
71006099999,52.3,-111.7666666,6,2015;2016;2017;2018;2019;2020
71007099999,50.0166666,-113.2166666,6,2015;2016;2017;2018;2019;2020
71008099999,50.8833333,-112.45,6,2015;2016;2017;2018;2019;2020
71009099999,51.3666666,-113.35,6,2015;2016;2017;2018;2019;2020
71010099999,52.5833333,-111.4666666,6,2015;2016;2017;2018;2019;2020
71011099999,51.9833333,-112.8,6,2015;2016;2017;2018;2019;2020
71012099999,52.3333333,-110.5,6,2015;2016;2017;2018;2019;2020
71013099999,51.7666666,-112.25,6,2015;2016;2017;2018;2019;2020
71014099999,52.1833333,-113.1833333,6,2015;2016;2017;2018;2019;2020
71015099999,49.2833333,-112.5333333,6,2015;2016;2017;2018;2019;2020
71016099999,49.15,-113.55,6,2015;2016;2017;2018;2019;2020
71017099999,73.75,-105.2833333,6,2015;2016;2017;2018;2019;2020
71018099999,74.7166666,-94.9833333,6,2015;2016;2017;2018;2019;2020
71019099999,47.15,-67.8166666,3,2015;2016;2017
71020099999,61.2333333,-123.7333333,6,2015;2016;2017;2018;2019;2020
71020599999,64.1833333,-114.0833333,6,2015;2016;2017;2018;2019;2020
71021099999,61.25,-124.4666666,6,2015;2016;2017;2018;2019;2020
71022099999,54.2833333,-130.4333333,6,2015;2016;2017;2018;2019;2020
71023099999,54.92,-109.95,6,2015;2016;2017;2018;2019;2020
71024099999,58.3833333,-116.0333333,6,2015;2016;2017;2018;2019;2020
71026099999,50.0333333,-110.7166666,6,2015;2016;2017;2018;2019;2020
71026799999,46.3,-63.5833333,6,2015;2016;2017;2018;2019;2020
71027099999,46.6666666,-60.4,6,2015;2016;2017;2018;2019;2020
71028099999,51.6666666,-124.4,6,2015;2016;2017;2018;2019;2020
71029099999,70.75,-117.8,6,2015;2016;2017;2018;2019;2020
71030099999,44.7,-66.8,6,2015;2016;2017;2018;2019;2020
71031099999,48.42,-123.23,6,2015;2016;2017;2018;2019;2020
71032099999,49.4666666,-120.5,6,2015;2016;2017;2018;2019;2020
71033099999,57.25,-105.6,6,2015;2016;2017;2018;2019;2020
71034899999,55.687222,-121.626667,6,2015;2016;2017;2018;2019;2020
71034999999,55.0833333,-59.1833333,6,2015;2016;2017;2018;2019;2020
71035099999,51.6166666,-113.65,6,2015;2016;2017;2018;2019;2020
71035499999,51.299167,-116.982222,6,2015;2016;2017;2018;2019;2020
71035599999,60.2333333,-123.4833333,6,2015;2016;2017;2018;2019;2020
71035699999,64.7,-110.6166667,6,2015;2016;2017;2018;2019;2020
71035899999,65.210556,-123.435833,6,2015;2016;2017;2018;2019;2020
71035999999,45.27,-72.17,6,2015;2016;2017;2018;2019;2020
71036099999,51.100834,-100.0525,6,2015;2016;2017;2018;2019;2020
71036799999,45.367,-72.767,6,2015;2016;2017;2018;2019;2020
71036999999,48.55,-123.233,1,2018
71037099999,49.3302777,-123.264722,6,2015;2016;2017;2018;2019;2020
71037699999,54.678055,-101.681667,6,2015;2016;2017;2018;2019;2020
71037799999,56.37,-94.7,6,2015;2016;2017;2018;2019;2020
71038099999,46.6,-66.0166666,6,2015;2016;2017;2018;2019;2020
71039099999,62.1166666,-136.2,6,2015;2016;2017;2018;2019;2020
71040099999,48.3,-71.1166666,6,2015;2016;2017;2018;2019;2020
71041099999,45.656667,-61.368056,6,2015;2016;2017;2018;2019;2020
71041599999,44.37,-64.3,6,2015;2016;2017;2018;2019;2020
71042099999,49.1333333,-123.0,6,2015;2016;2017;2018;2019;2020
71043099999,65.28132,-126.79857,6,2015;2016;2017;2018;2019;2020
71043599999,66.240833,-128.650833,6,2015;2016;2017;2018;2019;2020
71044099999,67.5666666,-139.8333333,6,2015;2016;2017;2018;2019;2020
71045099999,60.1666666,-132.7333333,6,2015;2016;2017;2018;2019;2020
71045599999,60.172779,-132.742778,6,2015;2016;2017;2018;2019;2020
71046099999,69.62,-140.2,4,2015;2016;2017;2018
71047099999,53.45,-111.25,6,2015;2016;2017;2018;2019;2020
71048099999,51.05,-110.3166666,6,2015;2016;2017;2018;2019;2020
71049099999,65.8666666,-89.4333333,6,2015;2016;2017;2018;2019;2020
71050099999,52.1,-124.1333333,6,2015;2016;2017;2018;2019;2020
71051099999,49.3666666,-110.6833333,6,2015;2016;2017;2018;2019;2020
71051327201,72.0,-125.267,6,2015;2016;2017;2018;2019;2020
71051499999,48.755278,-86.344444,6,2015;2016;2017;2018;2019;2020
71052099999,68.9,-133.93,4,2015;2016;2017;2018
71055099999,67.0213889,-126.123055,6,2015;2016;2017;2018;2019;2020
71056099999,58.7666666,-111.1166666,6,2015;2016;2017;2018;2019;2020
71056399999,55.733,-120.183,6,2015;2016;2017;2018;2019;2020
71057099999,50.6666666,-113.3333333,6,2015;2016;2017;2018;2019;2020
71058099999,69.6666667,-121.6666667,4,2015;2016;2017;2018
71059099999,69.27,-119.22,4,2015;2016;2017;2018
71060099999,52.4666666,-116.0666666,6,2015;2016;2017;2018;2019;2020
71061099999,54.1,-114.45,6,2015;2016;2017;2018;2019;2020
71062099999,53.15,-115.1166666,6,2015;2016;2017;2018;2019;2020
71063099999,45.3833333,-75.7166666,6,2015;2016;2017;2018;2019;2020
71063399999,61.180832,-113.689722,6,2015;2016;2017;2018;2019;2020
71064099999,69.03,-107.82,6,2015;2016;2017;2018;2019;2020
71065099999,53.7166666,-111.1166666,6,2015;2016;2017;2018;2019;2020
71066099999,58.621389,-117.164722,6,2015;2016;2017;2018;2019;2020
71067099999,53.2666666,-113.1666666,6,2015;2016;2017;2018;2019;2020
71068099999,56.226944,-117.447222,6,2015;2016;2017;2018;2019;2020
71069099999,55.293056,-114.777222,6,2015;2016;2017;2018;2019;2020
71070099999,49.2166666,-111.1333333,6,2015;2016;2017;2018;2019;2020
71072099999,48.3666666,-89.3166666,6,2015;2016;2017;2018;2019;2020
71073099999,50.6,-112.8,6,2015;2016;2017;2018;2019;2020
71073599999,62.2333333,-92.6,6,2015;2016;2017;2018;2019;2020
71074099999,78.7833333,-103.55,6,2015;2016;2017;2018;2019;2020
71075099999,58.1833333,-103.7,6,2015;2016;2017;2018;2019;2020
71076099999,59.5666666,-108.4833333,6,2015;2016;2017;2018;2019;2020
71077099999,55.8333333,-108.4333333,6,2015;2016;2017;2018;2019;2020
71077499999,55.841944,-108.4175,6,2015;2016;2017;2018;2019;2020
71078099999,56.863888,-101.07611,6,2015;2016;2017;2018;2019;2020
71079099999,55.801111,-97.864166,6,2015;2016;2017;2018;2019;2020
71081099999,68.776111,-81.243611,6,2015;2016;2017;2018;2019;2020
71081499999,69.3666667,-81.8166667,6,2015;2016;2017;2018;2019;2020
71082399999,82.517778,-62.280556,6,2015;2016;2017;2018;2019;2020
71083099999,62.81139,-92.115833,6,2015;2016;2017;2018;2019;2020
71084099999,68.32,-100.08,6,2015;2016;2017;2018;2019;2020
71085099999,49.5166666,-114.0,6,2015;2016;2017;2018;2019;2020
71087099999,61.3166666,-117.6,6,2015;2016;2017;2018;2019;2020
71088099999,69.07,-79.07,6,2015;2016;2017;2018;2019;2020
71089099999,52.5833333,-110.35,6,2015;2016;2017;2018;2019;2020
71090099999,70.486111,-68.516667,6,2015;2016;2017;2018;2019;2020
71091099999,68.88,-75.13,3,2015;2016;2017
71092099999,68.65,-71.17,6,2015;2016;2017;2018;2019;2020
71093099999,68.4666667,-66.783333,4,2015;2016;2017;2018
71093499999,66.145,-65.713611,6,2015;2016;2017;2018;2019;2020
71094099999,66.65,-61.3833333,6,2015;2016;2017;2018;2019;2020
71094499999,66.521389,-86.224722,6,2015;2016;2017;2018;2019;2020
71095099999,72.683334,-77.966667,6,2015;2016;2017;2018;2019;2020
71096099999,67.53,-63.78,4,2015;2016;2017;2018
71096499999,67.545833,-64.031389,6,2015;2016;2017;2018;2019;2020
71097099999,63.33,-64.15,6,2015;2016;2017;2018;2019;2020
71098099999,53.0666666,-93.35,6,2015;2016;2017;2018;2019;2020
71099099999,56.0166666,-87.6833333,6,2015;2016;2017;2018;2019;2020
71101099999,53.25,-131.8,6,2015;2016;2017;2018;2019;2020
71102099999,53.0166666,-110.1,6,2015;2016;2017;2018;2019;2020
71103099999,53.026112,-122.510278,6,2015;2016;2017;2018;2019;2020
71104099999,52.183056,-122.054167,6,2015;2016;2017;2018;2019;2020
71105099999,50.25,-111.7,6,2015;2016;2017;2018;2019;2020
71106094234,49.08333,-125.76667,6,2015;2016;2017;2018;2019;2020
71107099999,51.9333333,-131.0,6,2015;2016;2017;2018;2019;2020
71108099999,49.025278,-122.363333,6,2015;2016;2017;2018;2019;2020
71109099999,50.680556,-127.366667,6,2015;2016;2017;2018;2019;2020
71110099999,46.9166666,-55.3833333,6,2015;2016;2017;2018;2019;2020
71111099999,53.25,-131.8,2,2015;2017
71112099999,49.1666666,-123.0666666,4,2015;2016;2017;2018
71113099999,49.25,-121.7666666,6,2015;2016;2017;2018;2019;2020
71114099999,49.3666666,-121.4833333,6,2015;2016;2017;2018;2019;2020
71115099999,50.2166666,-119.1833333,6,2015;2016;2017;2018;2019;2020
71116099999,49.1166666,-110.4666666,6,2015;2016;2017;2018;2019;2020
71118099999,52.8166666,-111.1,6,2015;2016;2017;2018;2019;2020
71120099999,54.404999,-110.279444,6,2015;2016;2017;2018;2019;2020
71121099999,53.6666667,-113.4666667,6,2015;2016;2017;2018;2019;2020
71122099999,51.2,-115.55,6,2015;2016;2017;2018;2019;2020
71123099999,53.309723,-113.579722,6,2015;2016;2017;2018;2019;2020
71123399999,53.6675,-113.854444,6,2015;2016;2017;2018;2019;2020
71125099999,54.125278,-108.522778,6,2015;2016;2017;2018;2019;2020
71125399999,54.133,-108.533,6,2015;2016;2017;2018;2019;2020
71127099999,53.55,-114.116666,6,2015;2016;2017;2018;2019;2020
71129099999,51.5175,-109.180833,6,2015;2016;2017;2018;2019;2020
71130099999,53.3333333,-104.0,6,2015;2016;2017;2018;2019;2020
71131099999,49.4333333,-108.9833333,6,2015;2016;2017;2018;2019;2020
71132099999,59.25,-105.8333333,6,2015;2016;2017;2018;2019;2020
71133099999,53.3666666,-107.55,6,2015;2016;2017;2018;2019;2020
71134099999,59.22,-109.7,2,2015;2017
71135099999,49.1666666,-105.9833333,6,2015;2016;2017;2018;2019;2020
71136099999,49.9,-99.95,6,2015;2016;2017;2018;2019;2020
71137099999,49.0666666,-107.5833333,6,2015;2016;2017;2018;2019;2020
71138099999,51.264721,-102.461667,6,2015;2016;2017;2018;2019;2020
71139099999,49.65,-109.5166666,6,2015;2016;2017;2018;2019;2020
71140099999,49.9166666,-99.95,6,2015;2016;2017;2018;2019;2020
71141099999,70.6333333,-100.2666666,6,2015;2016;2017;2018;2019;2020
71142099999,50.3,-107.6833333,6,2015;2016;2017;2018;2019;2020
71144099999,50.4994444,-98.0366667,6,2015;2016;2017;2018;2019;2020
71145099999,53.85,-94.65,6,2015;2016;2017;2018;2019;2020
71147099999,49.5,-98.0333333,6,2015;2016;2017;2018;2019;2020
71148099999,49.1833333,-98.9,6,2015;2016;2017;2018;2019;2020
71149099999,50.7166666,-99.5333333,6,2015;2016;2017;2018;2019;2020
71150099999,50.45,-100.6,6,2015;2016;2017;2018;2019;2020
71151099999,49.7833333,-94.3666666,6,2015;2016;2017;2018;2019;2020
71152099999,47.6166666,-57.6166666,6,2015;2016;2017;2018;2019;2020
71153099999,49.2,-113.2833333,6,2015;2016;2017;2018;2019;2020
71154099999,49.1333333,-113.8166666,6,2015;2016;2017;2018;2019;2020
71155099999,53.3,-113.6,6,2015;2016;2017;2018;2019;2020
71156099999,53.5833333,-116.4666666,6,2015;2016;2017;2018;2019;2020
71157099999,53.5666666,-113.5166666,6,2015;2016;2017;2018;2019;2020
71158099999,52.35,-97.0333333,6,2015;2016;2017;2018;2019;2020
71159099999,48.5666666,-58.5666666,6,2015;2016;2017;2018;2019;2020
71160099999,62.7,-109.15,6,2015;2016;2017;2018;2019;2020
71161099999,44.6333333,-75.7333333,6,2015;2016;2017;2018;2019;2020
71162099999,61.9166666,-113.7166666,6,2015;2016;2017;2018;2019;2020
71163099999,63.1333333,-117.25,6,2015;2016;2017;2018;2019;2020
71164099999,67.1666666,-130.2166666,6,2015;2016;2017;2018;2019;2020
71165099999,64.1166666,-117.3333333,6,2015;2016;2017;2018;2019;2020
71166099999,60.4333333,-121.2333333,2,2019;2020
71167099999,53.5666666,-116.45,6,2015;2016;2017;2018;2019;2020
71168099999,43.7333333,-96.6333333,6,2015;2016;2017;2018;2019;2020
71170099999,49.9,-99.35,6,2015;2016;2017;2018;2019;2020
71171099999,43.1833333,-79.4,6,2015;2016;2017;2018;2019;2020
71172099999,45.3333333,-80.0333333,6,2015;2016;2017;2018;2019;2020
71174099999,61.094166,-94.070833,6,2015;2016;2017;2018;2019;2020
71175099999,50.1333333,-122.95,6,2015;2016;2017;2018;2019;2020
71176099999,59.98,-64.17,4,2015;2016;2017;2018
71177099999,57.13,-61.48,3,2015;2016;2017
71178099999,48.6666666,-53.1166666,6,2015;2016;2017;2018;2019;2020
71179099999,54.72,-58.35,4,2015;2016;2017;2018
71180099999,47.7,-59.3,6,2015;2016;2017;2018;2019;2020
71181099999,47.1333333,-55.3166666,4,2015;2016;2017;2018
71183099999,45.4666666,-73.7333333,6,2015;2016;2017;2018;2019;2020
71184099999,45.7166666,-73.3833333,2,2015;2016
71185099999,50.2333333,-57.5833333,3,2015;2016;2017
71186099999,48.3666666,-70.5333333,5,2015;2016;2017;2018;2020
71187099999,49.3666666,-121.5,2,2015;2017
71188099999,48.775278,-64.478611,6,2015;2016;2017;2018;2019;2020
71189099999,48.2666666,-70.1166666,6,2015;2016;2017;2018;2019;2020
71190099999,48.1333333,-69.7,6,2015;2016;2017;2018;2019;2020
71191099999,45.6,-64.95,6,2015;2016;2017;2018;2019;2020
71192099999,53.0166666,-122.5,6,2015;2016;2017;2018;2019;2020
71193099999,48.55,-81.3833333,6,2015;2016;2017;2018;2019;2020
71196099999,45.8666666,-77.25,6,2015;2016;2017;2018;2019;2020
71196699999,49.1166666,-53.5833333,6,2015;2016;2017;2018;2019;2020
71197099999,47.5666666,-59.15,3,2015;2016;2017
71198099999,46.1833333,-72.9166666,6,2015;2016;2017;2018;2019;2020
71199099999,60.1166666,-128.8166666,6,2015;2016;2017;2018;2019;2020
71200099999,48.4,-123.3166666,6,2015;2016;2017;2018;2019;2020
71201099999,49.2833333,-123.1166666,6,2015;2016;2017;2018;2019;2020
71202099999,52.7833333,-112.4333333,6,2015;2016;2017;2018;2019;2020
71203099999,49.956112,-119.377778,6,2015;2016;2017;2018;2019;2020
71204099999,49.1,-107.0166666,6,2015;2016;2017;2018;2019;2020
71206099999,52.387501,-126.595833,6,2015;2016;2017;2018;2019;2020
71207099999,49.7833333,-123.1666666,6,2015;2016;2017;2018;2019;2020
71208099999,53.8166666,-89.9,6,2015;2016;2017;2018;2019;2020
71208199999,49.834167,-124.5,6,2015;2016;2017;2018;2019;2020
71209099999,49.1,-123.3,6,2015;2016;2017;2018;2019;2020
71211099999,49.483,-123.3,6,2015;2016;2017;2018;2019;2020
71212099999,47.3166666,-71.1333333,6,2015;2016;2017;2018;2019;2020
71213099999,47.6833333,-79.8333333,6,2015;2016;2017;2018;2019;2020
71214099999,52.1166666,-110.1,6,2015;2016;2017;2018;2019;2020
71215099999,49.0333333,-119.4333333,6,2015;2016;2017;2018;2019;2020
71216099999,50.2666666,-117.8166666,6,2015;2016;2017;2018;2019;2020
71217099999,50.2666666,-113.35,6,2015;2016;2017;2018;2019;2020
71218099999,50.7,-119.2833333,6,2015;2016;2017;2018;2019;2020
71219099999,54.1666666,-130.35,6,2015;2016;2017;2018;2019;2020
71220099999,54.2958333,-130.608888,6,2015;2016;2017;2018;2019;2020
71221099999,56.3,-119.7333333,6,2015;2016;2017;2018;2019;2020
71222099999,58.4333333,-130.0333333,6,2015;2016;2017;2018;2019;2020
71223099999,51.9333333,-110.7,6,2015;2016;2017;2018;2019;2020
71224099999,49.05,-112.8166666,6,2015;2016;2017;2018;2019;2020
71225099999,49.4833333,-111.4833333,6,2015;2016;2017;2018;2019;2020
71226099999,55.3833333,-116.4666666,5,2015;2016;2017;2019;2020
71227099999,53.1833333,-112.2333333,6,2015;2016;2017;2018;2019;2020
71228099999,52.8333333,-111.8666666,6,2015;2016;2017;2018;2019;2020
71229099999,56.9666666,-117.45,6,2015;2016;2017;2018;2019;2020
71230099999,55.2,-119.4,6,2015;2016;2017;2018;2019;2020
71231099999,49.7333333,-111.45,6,2015;2016;2017;2018;2019;2020
71232099999,51.0833333,-115.0666666,6,2015;2016;2017;2018;2019;2020
71233099999,53.0833333,-114.4333333,6,2015;2016;2017;2018;2019;2020
71234099999,50.0,-113.6333333,6,2015;2016;2017;2018;2019;2020
71235099999,51.0666666,-114.2166666,6,2015;2016;2017;2018;2019;2020
71236099999,49.6166666,-114.4833333,6,2015;2016;2017;2018;2019;2020
71237099999,51.4333333,-112.6666666,6,2015;2016;2017;2018;2019;2020
71238099999,53.6833333,-112.8666666,6,2015;2016;2017;2018;2019;2020
71239099999,49.55,-99.0666666,6,2015;2016;2017;2018;2019;2020
71240099999,51.6666666,-110.2,6,2015;2016;2017;2018;2019;2020
71242099999,52.45,-113.75,6,2015;2016;2017;2018;2019;2020
71243099999,49.7,-112.7666666,6,2015;2016;2017;2018;2019;2020
71244099999,49.1333333,-112.05,6,2015;2016;2017;2018;2019;2020
71245099999,50.9333333,-115.1833333,6,2015;2016;2017;2018;2019;2020
71246099999,56.5333333,-115.2666666,6,2015;2016;2017;2018;2019;2020
71248099999,51.7666666,-114.6833333,6,2015;2016;2017;2018;2019;2020
71249099999,51.7675,-113.205555,6,2015;2016;2017;2018;2019;2020
71250099999,47.5166666,-52.7833333,6,2015;2016;2017;2018;2019;2020
71251099999,50.05,-112.1333333,6,2015;2016;2017;2018;2019;2020
71252099999,53.3833333,-118.3333333,6,2015;2016;2017;2018;2019;2020
71253099999,58.7,-113.8666666,6,2015;2016;2017;2018;2019;2020
71254099999,53.0333333,-112.8166666,6,2015;2016;2017;2018;2019;2020
71255099999,57.0333333,-111.55,6,2015;2016;2017;2018;2019;2020
71256099999,54.15,-115.7833333,2,2015;2016
71257099999,51.65,-112.6666666,6,2015;2016;2017;2018;2019;2020
71258099999,51.75,-114.0666666,6,2015;2016;2017;2018;2019;2020
71259099999,51.1166666,-111.7,6,2015;2016;2017;2018;2019;2020
71260099999,46.485001,-84.509445,6,2015;2016;2017;2018;2019;2020
71261099999,43.7666666,-81.7166666,6,2015;2016;2017;2018;2019;2020
71262599999,43.191666,-79.171667,6,2015;2016;2017;2018;2019;2020
