station,lat,lon,n_years_ok,total_hours,common_hours,has_valid_month_1pt_fixed12,has_valid_month_2pt_fixed_00_12,has_valid_month_1pt_daily_mean,has_valid_month_2pt_dynamic,has_valid_month_baseline,has_valid_month_scaled
34394099999,49.783,48.533,3,4899,4371,True,True,True,True,True,True
34398099999,49.6666666,49.4833333,6,16444,16380,True,True,True,True,True,True
34401099999,49.3833333,35.45,3,3961,2665,True,True,True,True,True,True
34407099999,48.8,35.25,3,4032,3058,True,True,True,True,True,True
34409099999,48.9,36.3166666,3,3995,2859,True,True,True,True,True,True
34415099999,49.1833333,37.3,6,16079,10154,True,True,True,True,True,True
34421099999,49.4166666,38.1666666,3,33,20,False,False,True,True,True,True
34434099999,49.2166666,39.5833333,3,31,12,False,False,True,True,True,True
34438099999,48.9333333,40.3833333,6,8012,7287,True,True,True,True,True,True
34445099999,49.2166666,41.8333333,6,7827,7215,True,True,True,True,True,True
34461099999,49.3,44.0,6,7451,6832,True,True,True,True,True,True
34473199999,49.4,46.8,3,5251,5210,True,True,True,True,True,True
34476099999,49.1333333,46.85,6,8113,7514,True,True,True,True,True,True
34502099999,48.5333333,35.8333333,3,34,20,False,False,True,True,True,True
34504099999,48.6,34.9666666,6,16548,11712,True,True,True,True,True,True
34509099999,48.1333333,36.2333333,3,3939,2605,True,True,True,True,True,True
34510099999,48.6,37.9833333,3,3949,2823,True,True,True,True,True,True
34524099999,48.35,38.4333333,1,145,56,True,True,True,True,True,True
34535099999,48.3,40.3,6,7359,6543,True,True,True,True,True,True
34537099999,48.0833333,39.5,1,75,15,False,False,True,True,True,True
34545099999,48.35,41.8666666,6,8010,7531,True,True,True,True,True,True
34555099999,48.3333333,43.1166666,6,10028,9405,True,True,True,True,True,True
34560099999,48.782528,44.345544,6,51934,51802,True,True,True,True,True,True
34578099999,48.0666666,46.1166666,6,7854,7177,True,True,True,True,True,True
34579099999,48.2166666,46.7333333,6,7952,7226,True,True,True,True,True,True
34601099999,47.867003,35.315692,6,51764,51158,True,True,True,True,True,True
34607099999,47.2666666,35.3333333,3,4022,3009,True,True,True,True,True,True
34609099999,47.3333333,36.3333333,3,4009,2979,True,True,True,True,True,True
34615099999,47.6166666,37.35,3,32,16,False,False,True,True,True,True
34622099999,47.8,38.5166666,1,1,0,False,False,False,False,False,False
34644099999,47.5833333,41.1,6,8002,7271,True,True,True,True,True,True
34646099999,47.6333333,42.1166666,6,7668,7111,True,True,True,True,True,True
34655099999,47.6333333,43.15,6,8085,7457,True,True,True,True,True,True
34662099999,47.9333333,44.7,6,6623,5984,True,True,True,True,True,True
34691099999,47.9,48.8,6,16750,16599,True,True,True,True,True,True
34704099999,46.8333333,35.3666666,3,33,16,False,False,True,True,True,True
34708099999,46.6833333,35.85,3,35,24,True,True,True,True,True,True
34712099999,47.0333333,37.5,6,16629,12092,True,True,True,True,True,True
34720099999,47.2,38.9,6,9897,9020,True,True,True,True,True,True
34727099999,46.8,38.2666666,6,10982,10420,True,True,True,True,True,True
34730099999,47.258208,39.818089,4,26279,26235,True,True,True,True,True,True
34740099999,46.5166666,41.35,6,7765,7224,True,True,True,True,True,True
34743099999,47.15,42.4833333,6,7807,7175,True,True,True,True,True,True
34759099999,46.5666666,43.6666666,6,7854,7188,True,True,True,True,True,True
34772099999,47.1333333,46.3166666,6,6528,5961,True,True,True,True,True,True
34785099999,46.9166666,47.9333333,6,7837,7217,True,True,True,True,True,True
34798099999,46.6,49.2666666,6,16888,16744,True,True,True,True,True,True
34824099999,46.0333333,38.15,6,7826,7095,True,True,True,True,True,True
34838099999,45.85,40.0833333,6,7899,6920,True,True,True,True,True,True
34845099999,46.0666666,41.9666666,6,3062,2288,True,True,True,True,True,True
34858099999,45.916667,43.35,6,17345,17077,True,True,True,True,True,True
34861099999,46.3666666,44.3333333,6,48882,47235,True,True,True,True,True,True
34866099999,46.1833333,45.35,6,1375,407,True,True,True,True,True,True
34868099999,45.8,44.6333333,6,10190,9796,True,True,True,True,True,True
34871099999,46.3666666,46.0166666,6,3561,946,True,True,True,True,True,True
34880099999,46.2833333,47.9833333,6,7333,6075,True,True,True,True,True,True
34887099999,45.8,47.2166666,6,7809,7188,True,True,True,True,True,True
34927099999,45.05,39.0333333,3,3931,3795,True,True,True,True,True,True
34929099999,45.0333333,39.15,6,52490,52311,True,True,True,True,True,True
34949099999,45.109165,42.112778,6,51680,51490,True,True,True,True,True,True
34954099999,45.35,42.85,6,7483,6892,True,True,True,True,True,True
34958099999,45.1,43.45,6,7312,6427,True,True,True,True,True,True
34975099999,45.35,46.0333333,6,17076,16906,True,True,True,True,True,True
34984099999,45.4,47.35,6,7435,6701,True,True,True,True,True,True
35001099999,52.3833333,50.4666666,6,8435,7969,True,True,True,True,True,True
35007099999,51.8666666,50.3333333,6,10945,10546,True,True,True,True,True,True
35011099999,52.4333333,53.1333333,6,17349,17171,True,True,True,True,True,True
35026099999,52.2166666,57.4522222,6,17194,17022,True,True,True,True,True,True
35037099999,51.8666666,58.1833333,6,17092,16857,True,True,True,True,True,True
35067099999,51.8833333,66.3333333,6,15920,15814,True,True,True,True,True,True
35067599999,50.036597,82.494186,6,52208,51859,True,True,True,True,True,True
35078099999,51.8166666,68.3666666,6,15911,15820,True,True,True,True,True,True
35085099999,52.0,70.95,6,15984,15873,True,True,True,True,True,True
35092099999,52.5,73.1,6,15289,14532,True,True,True,True,True,True
35106099999,51.4,51.95,3,5335,5260,True,True,True,True,True,True
35107099999,51.117,50.317,3,5335,5284,True,True,True,True,True,True
35108099999,51.150833,51.543056,6,52309,52192,True,True,True,True,True,True
35117199999,51.159847,52.99778,2,3066,3013,True,True,True,True,True,True
35118099999,51.033,54.1,3,5403,5354,True,True,True,True,True,True
35121099999,51.795786,55.456744,6,51926,51780,True,True,True,True,True,True
35125099999,51.4166666,56.4166666,1,1,0,False,False,False,False,False,False
35127099999,51.0166666,55.6333333,6,17337,17197,True,True,True,True,True,True
35138099999,51.0666666,58.6,5,12327,11935,True,True,True,True,True,True
35167099999,51.0833333,66.3,6,14844,13973,True,True,True,True,True,True
35173099999,51.6166666,69.8,6,16106,15969,True,True,True,True,True,True
35188099999,51.022222,71.466944,6,52321,52209,True,True,True,True,True,True
35217099999,50.25,52.5666666,6,16308,16212,True,True,True,True,True,True
35229099999,50.245833,57.206667,6,52337,52189,True,True,True,True,True,True
35234099999,50.733,57.9,3,5122,5029,True,True,True,True,True,True
35235099999,50.7166666,58.6666666,6,13824,12852,True,True,True,True,True,True
35283099999,50.833,72.183,3,5212,5169,True,True,True,True,True,True
35284099999,50.633,70.55,3,5263,5197,True,True,True,True,True,True
35302099999,50.2,51.1666666,6,16314,16161,True,True,True,True,True,True
35315099999,49.517,53.517,3,5429,5362,True,True,True,True,True,True
35325099999,49.933,56.4,3,5293,5231,True,True,True,True,True,True
35334099999,49.8,57.9833333,6,12788,11531,True,True,True,True,True,True
35344099999,49.95,60.133,4,5329,5267,True,True,True,True,True,True
35357099999,49.6833333,69.5166666,6,16633,16489,True,True,True,True,True,True
35358099999,49.634722,63.482222,6,16925,16808,True,True,True,True,True,True
35361099999,50.1333333,65.2333333,3,5364,5305,True,True,True,True,True,True
35363099999,50.2166667,66.8333333,3,5325,5279,True,True,True,True,True,True
35394099999,49.670833,73.334444,6,52325,52167,True,True,True,True,True,True
35394299999,46.283333,48.006278,6,52487,52286,True,True,True,True,True,True
35394499999,66.0666666,76.5166666,1,6,0,False,False,False,False,False,False
35394699999,40.147275,44.395881,6,52231,51549,True,True,True,True,True,True
35394899999,40.75,43.85,6,52240,51802,True,True,True,True,True,True
35406099999,49.05,51.8666666,6,16343,16191,True,True,True,True,True,True
35416099999,49.0666666,54.6833333,6,16236,16039,True,True,True,True,True,True
35426099999,49.15,57.1166666,6,16365,16108,True,True,True,True,True,True
35437099999,48.817,58.217,4,5333,5264,True,True,True,True,True,True
35449099999,48.833,62.1,3,5464,5392,True,True,True,True,True,True
35475099999,49.0166666,68.6666666,6,9382,8239,True,True,True,True,True,True
35497099999,48.85,72.8666666,6,16118,15975,True,True,True,True,True,True
35498099999,48.783,73.667,4,5290,5248,True,True,True,True,True,True
35522099999,48.733,56.033,3,5326,5256,True,True,True,True,True,True
35532099999,48.6333333,58.5,6,16675,16540,True,True,True,True,True,True
35563099999,48.583,67.083,5,5405,5337,True,True,True,True,True,True
35576099999,48.3,69.65,6,16688,16572,True,True,True,True,True,True
35615099999,47.6333333,53.3166666,6,14664,13604,True,True,True,True,True,True
35656099999,47.633,64.583,3,4960,4923,True,True,True,True,True,True
35662099999,47.8333333,66.7333333,6,10448,9380,True,True,True,True,True,True
35671099999,47.8,67.7166666,6,31521,31352,True,True,True,True,True,True
35687099999,47.99835,70.770658,1,551,545,True,True,True,True,True,True
35699099999,47.45,74.8166666,6,16645,16541,True,True,True,True,True,True
35700099999,47.1166666,51.9166666,6,16406,16257,True,True,True,True,True,True
35701099999,47.2166666,50.9833333,6,15174,14469,True,True,True,True,True,True
35705099999,46.867,51.25,3,5452,5413,True,True,True,True,True,True
35746099999,46.7833333,61.6666667,6,16594,16437,True,True,True,True,True,True
35793099999,47.2166666,73.35,6,12183,11274,True,True,True,True,True,True
35796099999,46.8,75.0833333,6,15950,15578,True,True,True,True,True,True
35816099999,46.233,54.483,3,5474,5415,True,True,True,True,True,True
35849099999,45.7666666,62.1166666,6,16798,16707,True,True,True,True,True,True
35895099999,46.033,73.533,3,5488,5446,True,True,True,True,True,True
35925099999,45.4,56.1166666,6,16781,16609,True,True,True,True,True,True
35927099999,45.25,55.083,4,5487,5439,True,True,True,True,True,True
35953099999,45.5,64.0833333,6,16440,16244,True,True,True,True,True,True
35969099999,45.25,67.0666666,6,16392,16269,True,True,True,True,True,True
36003099999,52.195,77.073889,6,52417,52278,True,True,True,True,True,True
36012099999,52.35,78.333,3,5269,5225,True,True,True,True,True,True
36015099999,51.483,77.767,3,5240,5194,True,True,True,True,True,True
36020099999,52.4833333,80.1666666,4,5175,5161,True,True,True,True,True,True
36021099999,52.25,79.1833333,6,17403,17281,True,True,True,True,True,True
36022099999,52.0166666,80.3666666,6,17244,17104,True,True,True,True,True,True
36026099999,51.0666666,79.4166666,6,11973,9940,True,True,True,True,True,True
36034099999,51.5755556,81.2166666,6,17403,17305,True,True,True,True,True,True
36038099999,51.15,82.2,6,16743,16437,True,True,True,True,True,True
36058099999,51.4333333,86.0,6,17257,17072,True,True,True,True,True,True
36061099999,52.25,87.1166666,6,17177,17020,True,True,True,True,True,True
36064099999,51.7666666,87.6,6,17356,17194,True,True,True,True,True,True
36073099999,52.2666666,90.8,1,179,179,True,True,True,True,True,True
36078099999,51.0166666,90.2166666,6,17376,17232,True,True,True,True,True,True
36083099999,52.05,92.1666666,6,10722,10558,True,True,True,True,True,True
36090099999,51.1333333,93.6833333,6,15798,14820,True,True,True,True,True,True
36091099999,52.25,93.0166666,6,17096,16862,True,True,True,True,True,True
36092099999,52.15,93.9166666,6,17376,17209,True,True,True,True,True,True
36096099999,51.7166666,94.5,6,17438,17308,True,True,True,True,True,True
36103099999,52.4666666,96.1,6,16824,16473,True,True,True,True,True,True
36104099999,51.4833333,95.5833333,6,17122,16798,True,True,True,True,True,True
36126099999,50.8,75.7,3,5243,5202,True,True,True,True,True,True
36152099999,50.8666666,78.35,6,16134,15973,True,True,True,True,True,True
36177099999,50.4166666,80.3,6,15861,15722,True,True,True,True,True,True
36197099999,50.1666666,82.0333333,6,13083,11810,True,True,True,True,True,True
36208099999,50.3333333,83.55,6,15879,15668,True,True,True,True,True,True
36229099999,50.2833333,85.6166666,6,17399,17295,True,True,True,True,True,True
36259099999,50.0166666,88.6833333,6,17418,17283,True,True,True,True,True,True
36278099999,50.3833333,90.4333333,6,17358,17215,True,True,True,True,True,True
36307099999,50.25,95.1666666,6,17352,17175,True,True,True,True,True,True
36341099999,49.7833333,76.3833333,6,12791,11480,True,True,True,True,True,True
36392099999,49.967,81.467,3,5244,5173,True,True,True,True,True,True
36394099999,49.583,81.05,3,5208,5150,True,True,True,True,True,True
36397099999,49.2166666,81.2166666,6,16257,16070,True,True,True,True,True,True
36418099999,49.033,83.383,3,5383,5316,True,True,True,True,True,True
36421099999,49.75,84.283,3,5189,5135,True,True,True,True,True,True
36428099999,49.2,84.5166666,6,16427,16193,True,True,True,True,True,True
36439099999,49.1833333,85.6166667,3,5287,5234,True,True,True,True,True,True
36498099999,48.1666666,78.4166666,3,5335,5280,True,True,True,True,True,True
36501099999,49.0,79.3333333,3,5378,5330,True,True,True,True,True,True
36535099999,48.75,82.3666666,6,16290,15943,True,True,True,True,True,True
36619099999,47.083,79.717,3,5391,5299,True,True,True,True,True,True
36639099999,47.1166666,81.6166666,6,15428,14604,True,True,True,True,True,True
36643099999,47.8,82.833,3,5410,5328,True,True,True,True,True,True
36665099999,47.467,84.917,3,5413,5353,True,True,True,True,True,True
36686099999,46.55,76.8666666,2,4,0,False,False,False,False,False,False
36729099999,46.1666666,80.9333333,3,5325,5282,True,True,True,True,True,True
36736099999,46.65,82.75,3,5233,5066,True,True,True,True,True,True
36773099999,45.85,78.717,3,5217,5132,True,True,True,True,True,True
36777099999,45.333,78.017,3,5268,5184,True,True,True,True,True,True
36785099999,45.3833333,79.5,6,13613,12592,True,True,True,True,True,True
36786099999,45.417,79.9,3,5368,5313,True,True,True,True,True,True
36796099999,45.883,80.917,3,5055,5012,True,True,True,True,True,True
36806099999,45.3,82.483,3,5408,5331,True,True,True,True,True,True
36817099999,43.983,75.083,3,5463,5430,True,True,True,True,True,True
36819099999,44.133,75.85,3,5373,5238,True,True,True,True,True,True
36821099999,44.8333333,76.2666666,6,16364,16199,True,True,True,True,True,True
36821599999,53.32,69.6,6,25965,2766,True,True,True,True,True,True
36837099999,44.017,77.133,3,5375,5340,True,True,True,True,True,True
36839099999,44.367,77.9,3,5313,5259,True,True,True,True,True,True
36843099999,44.633,78.75,3,5342,5300,True,True,True,True,True,True
36846099999,44.467,78.667,3,5385,5318,True,True,True,True,True,True
36856099999,44.2666666,79.3166666,6,14293,13331,True,True,True,True,True,True
36859099999,44.1666666,80.0666666,6,16659,16451,True,True,True,True,True,True
36864099999,43.5333333,75.25,6,16454,16279,True,True,True,True,True,True
36870099999,43.2333333,76.9333333,6,16174,16043,True,True,True,True,True,True
36871099999,43.1833333,76.75,6,13292,12155,True,True,True,True,True,True
36872099999,43.352072,77.040508,6,52245,51903,True,True,True,True,True,True
36883099999,43.4833333,76.9833333,6,13795,12433,True,True,True,True,True,True
36885099999,43.35,77.467,3,5376,5341,True,True,True,True,True,True
36889099999,43.3833,77.55,3,5342,5262,True,True,True,True,True,True
36891099999,43.583,78.2,3,5444,5337,True,True,True,True,True,True
36894099999,43.483,78.4,3,5453,5412,True,True,True,True,True,True
36897099999,43.317,78.25,3,5357,5266,True,True,True,True,True,True
36905099999,43.317,79.483,3,5364,5296,True,True,True,True,True,True
36911099999,42.8333333,75.2833333,6,16505,16087,True,True,True,True,True,True
36934099999,42.65,77.1,1,1,0,False,False,False,False,False,False
36944099999,42.35,78.35,1,1,0,False,False,False,False,False,False
36953099999,42.733,80.133,3,5278,5226,True,True,True,True,True,True
36974099999,41.4333333,76.0,6,15392,14476,True,True,True,True,True,True
36982099999,41.8833333,78.2333333,6,15886,15510,True,True,True,True,True,True
37000899999,55.408786,37.906314,6,52481,52229,True,True,True,True,True,True
37001099999,45.002097,37.347272,6,51644,51386,True,True,True,True,True,True
37004099999,44.5666666,38.0833333,2,601,546,True,True,True,True,True,True
37006099999,44.7166666,37.85,2,651,0,False,False,False,False,False,False
37018099999,44.1,39.0333333,6,4887,0,False,False,False,False,False,False
37021099999,44.6166666,40.0833333,6,10778,10364,True,True,True,True,True,True
37031099999,44.9833333,41.1166666,6,8646,8165,True,True,True,True,True,True
37036099999,44.6333333,41.9666666,6,8272,7682,True,True,True,True,True,True
37054099999,44.225072,43.081889,6,51243,51075,True,True,True,True,True,True
37058099999,44.15,43.4666666,6,10480,10108,True,True,True,True,True,True
37061099999,44.7833333,44.1333333,6,8024,7584,True,True,True,True,True,True
37075099999,44.55,45.683,1,1,0,False,False,False,False,False,False
37085099999,44.4,46.55,6,7509,5589,True,True,True,True,True,True
37107099999,43.6833333,40.2,6,16837,15702,True,True,True,True,True,True
37126099999,43.7333333,42.6666666,6,10208,9637,True,True,True,True,True,True
37144099999,43.75,44.05,6,7540,6645,True,True,True,True,True,True
37163099999,43.8333333,46.7166666,6,8232,7286,True,True,True,True,True,True
37171099999,43.449928,39.956589,6,52504,0,False,False,False,False,False,False
37177599999,42.176653,42.482583,6,52021,51645,True,True,True,True,True,True
37193099999,43.45,41.7333333,6,7344,6789,True,True,True,True,True,True
37212099999,43.512856,43.636583,6,50977,50753,True,True,True,True,True,True
37218099999,43.15,44.85,6,8683,6264,True,True,True,True,True,True
37228099999,43.0333333,44.6833333,6,16726,9280,True,True,True,True,True,True
37235099999,43.25,45.7166666,6,7503,7041,True,True,True,True,True,True
37244099999,43.35,46.1166666,6,4687,4086,True,True,True,True,True,True
37279099999,42.5166666,41.8833333,6,16212,16000,True,True,True,True,True,True
37298099999,42.6333333,42.7,1,1091,399,True,True,True,True,True,True
37308099999,42.5166666,43.1333333,6,23584,22966,True,True,True,True,True,True
37379099999,42.1333333,41.7,6,1578,0,False,False,False,False,False,False
37395099999,42.2666666,42.6333333,6,16064,15923,True,True,True,True,True,True
37403099999,42.35,43.4166666,6,1108,0,False,False,True,True,True,True
37409099999,42.0333333,43.4833333,6,16321,16167,True,True,True,True,True,True
37432099999,42.35,44.7,3,5413,5284,True,True,True,True,True,True
37437099999,42.0833333,44.7,6,1496,0,False,False,True,True,True,True
37463099999,42.4,46.9666666,6,11304,9252,True,True,True,True,True,True
37470099999,42.0666666,48.3,6,8495,7362,True,True,True,True,True,True
37472099999,43.0,47.5,6,11804,10739,True,True,True,True,True,True
37473099999,42.5333333,47.9166666,1,1,0,False,False,False,False,False,False
37481099999,41.8666666,41.7666666,6,1604,0,False,False,True,True,True,True
37484099999,41.610278,41.599694,6,52027,0,False,False,False,False,False,False
37492099999,41.85,42.3166666,1,2580,2564,True,True,True,True,True,True
37496099999,41.6,41.6333333,4,10717,0,False,False,False,False,False,False
37514099999,41.65,43.0,6,16162,15964,True,True,True,True,True,True
37531099999,41.9833333,44.1166666,5,8697,8569,True,True,True,True,True,True
37541099999,41.9333333,44.5833333,1,2649,2624,True,True,True,True,True,True
37549099999,41.75,44.7666666,6,15985,15749,True,True,True,True,True,True
37549199999,43.0685,42.7542,6,28446,26997,True,True,True,True,True,True
37553099999,41.9333333,45.5122222,3,5583,5424,True,True,True,True,True,True
37575099999,41.6666666,46.65,6,17711,17549,True,True,True,True,True,True
37609099999,41.0294444,43.8763889,6,10168,9793,True,True,True,True,True,True
37621099999,41.45,44.55,6,16587,16312,True,True,True,True,True,True
37636099999,41.3,45.4666666,3,3,0,False,False,False,False,False,False
37639099999,41.1333333,45.4166666,1,1,0,False,False,False,False,False,False
37642099999,41.1,43.55,1,1,0,False,False,False,False,False,False
37661099999,41.2166666,47.1666666,6,6238,5607,True,True,True,True,True,True
37663099999,41.4666666,47.75,6,7863,7058,True,True,True,True,True,True
37668099999,41.0666666,47.4666666,1,1,0,False,False,False,False,False,False
37673099999,41.4166666,48.8833333,1,2,0,False,False,False,False,False,False
37675099999,41.3666666,48.5166666,6,17382,17193,True,True,True,True,True,True
37676099999,41.1833333,48.1333333,1,1,0,False,False,False,False,False,False
37682099999,40.95,43.7833333,6,16533,16317,True,True,True,True,True,True
37699099999,40.5333333,44.3833333,6,10407,10180,True,True,True,True,True,True
37704099999,40.8166666,44.4361111,6,10090,9842,True,True,True,True,True,True
37711099999,40.8666666,45.15,6,10260,9954,True,True,True,True,True,True
37717099999,40.5666666,45.0,6,16448,16142,True,True,True,True,True,True
37729099999,40.6833333,45.8166666,6,6125,5326,True,True,True,True,True,True
37735099999,40.7166666,46.4166666,6,17433,17305,True,True,True,True,True,True
37735299999,42.816822,47.652294,6,51574,51323,True,True,True,True,True,True
37740099999,40.9833333,47.8666666,6,6241,5598,True,True,True,True,True,True
37747099999,40.6166666,47.15,6,23121,707,True,True,True,True,True,True
37749099999,40.65,47.75,6,17407,17275,True,True,True,True,True,True
37750099999,40.7833333,48.1333333,2,14,0,False,False,False,False,False,False
37753099999,40.8666666,48.9333333,2,3,0,False,False,False,False,False,False
37756099999,40.5333333,48.9333333,6,17339,17159,True,True,True,True,True,True
37759099999,40.6333333,48.6333333,5,112,0,False,False,False,False,False,False
37761099999,40.917,49.05,2,2,0,False,False,False,False,False,False
37785099999,40.2833333,44.3502778,6,10118,9880,True,True,True,True,True,True
37787099999,40.1333333,43.9033333,6,10349,10141,True,True,True,True,True,True
37788099999,40.15,44.3833333,6,17314,17041,True,True,True,True,True,True
37792099999,40.4833333,44.75,6,10135,9855,True,True,True,True,True,True
37801099999,40.35,45.1333333,6,10177,9929,True,True,True,True,True,True
37816099999,40.4666666,46.0833333,2,3,0,False,False,False,False,False,False
37832099999,40.3666666,47.1166666,6,6120,5420,True,True,True,True,True,True
37835599999,40.8166666,47.7333333,6,50561,43123,True,True,True,True,True,True
37844099999,40.3333333,48.1666666,5,83,0,False,False,False,False,False,False
37849099999,40.0166666,48.9166666,1,1,0,False,False,False,False,False,False
37850099999,40.35,49.833,1,4,0,False,False,False,False,False,False
37851099999,40.4166666,49.7833333,6,6231,5579,True,True,True,True,True,True
37852099999,40.3666666,49.7666666,1,1,0,False,False,False,False,False,False
37860099999,40.5333333,50.0,2,3,0,False,False,False,False,False,False
37863099999,40.733,46.4,6,52158,51412,True,True,True,True,True,True
37863599999,39.188806,45.458442,6,52260,51616,True,True,True,True,True,True
37864099999,40.4675,50.046667,6,52388,52252,True,True,True,True,True,True
37865099999,51.072506,58.595586,6,51477,51129,True,True,True,True,True,True
37871099999,39.95,44.55,6,10415,10227,True,True,True,True,True,True
37897099999,39.5333333,46.0166666,6,10021,9704,True,True,True,True,True,True
37905099999,39.7666666,47.75,6,6170,5454,True,True,True,True,True,True
37913099999,39.5833333,48.9666666,2,2,0,False,False,False,False,False,False
37914099999,39.8666666,48.05,1,2,0,False,False,False,False,False,False
37923099999,39.9666666,49.4,4,6110,5439,True,True,True,True,True,True
37925099999,39.4,49.25,6,6235,5594,True,True,True,True,True,True
37959099999,39.2,46.4333333,6,10173,9898,True,True,True,True,True,True
37972099999,39.4666666,48.55,2,3,0,False,False,False,False,False,False
37978099999,39.7,48.6,2,3,0,False,False,False,False,False,False
37985099999,38.7333333,48.8333333,6,51071,50919,True,True,True,True,True,True
37989099999,38.45,48.8833333,6,6231,5559,True,True,True,True,True,True
38001099999,43.86005,51.091978,6,52322,52165,True,True,True,True,True,True
38002099999,44.7333333,51.9666667,3,5474,5415,True,True,True,True,True,True
38008099999,44.15,51.95,3,5505,5457,True,True,True,True,True,True
38023099999,44.85,56.3333333,1,3,0,False,False,False,False,False,False
38049099999,44.0666667,62.9,3,5489,5439,True,True,True,True,True,True
38051099999,44.883,63.167,3,5458,5407,True,True,True,True,True,True
38062099999,44.7666667,65.5333333,6,52377,52198,True,True,True,True,True,True
38069099999,44.1666666,66.75,6,16792,16585,True,True,True,True,True,True
38099099999,44.283,72.95,3,5338,5274,True,True,True,True,True,True
38108099999,44.2167,73.8,3,5406,5349,True,True,True,True,True,True
38111099999,43.5833333,51.0833333,5,8711,7104,True,True,True,True,True,True
38141099999,43.8833333,57.8833333,6,16687,16466,True,True,True,True,True,True
38141199999,47.121944,51.821389,6,52242,51772,True,True,True,True,True,True
38141299999,40.063333,53.007222,6,51804,50373,True,True,True,True,True,True
38141399999,40.215394,69.694708,6,52398,52155,True,True,True,True,True,True
38141599999,39.775,64.483333,6,52411,52177,True,True,True,True,True,True
38141799999,38.833636,65.921464,6,52245,52008,True,True,True,True,True,True
38141899999,39.033,66.783,3,7,0,False,False,False,False,False,False
38149099999,43.0833333,58.9333333,6,16646,16488,True,True,True,True,True,True
38178099999,43.15,64.3333333,6,17096,16871,True,True,True,True,True,True
38191099999,43.717,67.417,3,5329,5280,True,True,True,True,True,True
38196099999,43.55,68.9,6,16623,16475,True,True,True,True,True,True
38198099999,43.2666666,68.2166666,6,16485,16281,True,True,True,True,True,True
38201099999,43.8,69.2,4,5458,5386,True,True,True,True,True,True
38202199999,43.8,69.9,3,5252,5186,True,True,True,True,True,True
38203099999,43.7833333,70.9333333,3,5452,5425,True,True,True,True,True,True
38207099999,43.033,69.367,3,5301,5219,True,True,True,True,True,True
38222099999,43.7,73.7833333,6,16444,16326,True,True,True,True,True,True
38223099999,43.833,74.4,3,5430,5382,True,True,True,True,True,True
38229099999,43.3,74.983,3,5429,5395,True,True,True,True,True,True
38232099999,42.9666666,54.1166666,6,16726,16476,True,True,True,True,True,True
38262099999,42.95,59.8166666,6,16726,16629,True,True,True,True,True,True
38264099999,42.45,59.6166666,6,16751,16629,True,True,True,True,True,True
38267099999,42.3,59.1333333,5,6,0,False,False,False,False,False,False
38301099999,42.8,67.417,3,5359,5266,True,True,True,True,True,True
38313099999,43.7166667,69.0,6,13057,11886,True,True,True,True,True,True
38316099999,42.433,68.8,3,5138,5066,True,True,True,True,True,True
38318099999,42.1,68.1166666,6,15028,14255,True,True,True,True,True,True
38328099999,42.364167,69.478889,6,52342,52217,True,True,True,True,True,True
38328599999,42.853611,71.303611,6,52344,52150,True,True,True,True,True,True
38334099999,42.4833333,70.3,6,16331,16185,True,True,True,True,True,True
38338099999,42.233,70.117,3,5403,5334,True,True,True,True,True,True
38339099999,42.1666666,70.8833333,1,3,0,False,False,False,False,False,False
38341099999,42.85,71.3,4,8061,7977,True,True,True,True,True,True
38343099999,42.95,72.75,6,16449,16342,True,True,True,True,True,True
38345099999,42.5166666,72.2166666,6,16521,16279,True,True,True,True,True,True
38351199999,42.9,73.2,3,4858,4795,True,True,True,True,True,True
38353099999,42.85,74.5333333,6,16316,16188,True,True,True,True,True,True
38353199999,43.061306,74.477556,6,52310,51942,True,True,True,True,True,True
38383099999,41.5833333,58.7166666,2,3,0,False,False,False,False,False,False
38388099999,41.0333333,57.7666666,6,16360,15568,True,True,True,True,True,True
38392099999,41.75,59.8166667,6,17376,17229,True,True,True,True,True,True
38396099999,41.5666666,60.6333333,6,16767,16537,True,True,True,True,True,True
38403099999,41.75,62.4666666,6,17101,16963,True,True,True,True,True,True
38403199999,42.4833333,59.6333333,6,52412,52179,True,True,True,True,True,True
38403299999,41.584272,60.641708,6,51862,51116,True,True,True,True,True,True
38413099999,41.7333333,64.6166667,6,17127,16904,True,True,True,True,True,True
38427099999,41.05,65.2833333,1,3,0,False,False,False,False,False,False
38439099999,41.3666666,68.0,6,16818,16659,True,True,True,True,True,True
38452099999,41.867,69.433,3,5367,5296,True,True,True,True,True,True
38457099999,41.257861,69.281186,6,52463,52348,True,True,True,True,True,True
38457399999,37.619444,61.896667,6,51713,50951,True,True,True,True,True,True
38457499999,41.761111,59.826667,6,51711,50617,True,True,True,True,True,True
38462099999,41.9,70.3666666,6,16475,16236,True,True,True,True,True,True
38473099999,41.833,72.867,1,1,0,False,False,False,False,False,False
38475099999,40.7333333,72.3333333,6,11281,4226,True,True,True,True,True,True
38507099999,40.0333333,52.9833333,6,17337,17242,True,True,True,True,True,True
38511099999,40.7833333,55.3333333,6,17173,16995,True,True,True,True,True,True
38529099999,40.1833333,58.4833333,1,1,0,False,False,False,False,False,False
38545099999,40.4666666,62.2833333,6,17087,16847,True,True,True,True,True,True
38551099999,40.85,63.3333333,1,3,0,False,False,False,False,False,False
38553099999,40.6833333,64.4833333,1,3,0,False,False,False,False,False,False
38565099999,40.55,65.6833333,6,17169,17042,True,True,True,True,True,True
38567099999,40.1333333,65.35,6,51308,50103,True,True,True,True,True,True
